"SoftPlot +Plus+ Measurement Management Software"
"Start", 9.541400000000000E+0008
"Stop", 9.741400000000000E+0008
"Points",2001
"Point","X-Axis (Hz)","West of Telstar 11N (dBm)","Telstar 11N (dBm)","East of Telstar 11N (dBm)","Signal Generator at 11504.02GHz into LNBF (dBm)"
1834,967686000.000000000000,-102.025999999954,-99.391999999993,-101.878999999957,-87.236999999965
1835,967688000.000000000000,-101.962999999989,-99.238000000012,-101.010000000009,-87.265000000014
1836,967690000.000000000000,-101.947000000044,-99.179000000004,-100.994999999995,-87.271999999997
1837,967692000.000000000000,-101.876000000047,-99.180999999982,-100.712999999989,-87.067999999970
1838,967694000.000000000000,-101.937999999966,-99.197999999975,-101.787999999942,-86.962000000058
1839,967696000.000000000000,-101.942999999970,-99.148999999976,-100.930000000051,-86.905999999959
1840,967698000.000000000000,-101.998999999953,-98.979999999981,-101.160999999964,-87.050999999978
1841,967700000.000000000000,-102.233000000007,-99.020999999950,-101.170999999973,-86.988000000012
1842,967702000.000000000000,-102.067999999970,-98.954000000027,-101.689999999944,-86.986999999965
1843,967704000.000000000000,-102.045000000042,-98.861999999965,-101.008999999962,-87.064999999944
1844,967706000.000000000000,-101.993999999948,-98.748999999953,-101.888999999966,-86.984999999986
1845,967708000.000000000000,-102.025000000023,-98.743999999948,-101.135000000009,-87.000000000000
1846,967710000.000000000000,-102.048999999999,-98.584000000032,-101.714000000036,-86.974999999977
1847,967712000.000000000000,-101.942000000039,-98.594999999972,-100.871999999974,-87.033000000054
1848,967714000.000000000000,-101.937999999966,-98.650999999954,-101.062999999966,-87.033999999985
1849,967716000.000000000000,-102.025999999954,-98.521999999997,-101.043999999994,-87.060000000056
1850,967718000.000000000000,-102.207000000053,-98.640999999945,-101.827999999980,-87.079999999958
1851,967720000.000000000000,-102.081000000006,-98.641999999993,-100.917000000016,-87.162999999942
1852,967722000.000000000000,-101.993999999948,-98.699999999953,-101.045000000042,-86.991999999969
1853,967724000.000000000000,-102.052999999956,-98.689999999944,-101.300000000047,-87.010000000009
1854,967726000.000000000000,-102.050000000047,-98.655000000028,-101.856999999960,-87.219000000041
1855,967728000.000000000000,-102.040000000037,-98.684000000008,-101.084000000032,-86.956000000006
1856,967730000.000000000000,-102.101999999955,-98.763999999966,-101.998000000021,-86.979999999981
1857,967732000.000000000000,-102.064999999944,-98.599000000046,-100.991999999969,-87.121999999974
1858,967734000.000000000000,-102.025999999954,-98.800000000047,-101.168999999994,-87.295000000042
1859,967736000.000000000000,-102.106000000029,-98.638999999966,-101.248000000021,-87.283000000054
1860,967738000.000000000000,-102.094000000041,-98.900000000023,-101.802999999956,-87.182999999961
1861,967740000.000000000000,-102.153999999980,-99.020999999950,-100.949000000022,-86.922999999952
1862,967742000.000000000000,-102.087999999989,-98.748000000021,-101.199000000022,-86.979000000050
1863,967744000.000000000000,-102.045000000042,-98.418999999994,-100.873999999953,-87.062000000034
1864,967746000.000000000000,-102.074000000022,-98.494999999995,-101.854000000050,-87.109999999986
1865,967748000.000000000000,-102.143000000040,-98.579999999958,-101.033000000054,-86.886999999988
1866,967750000.000000000000,-101.935999999987,-98.498999999953,-100.912000000011,-86.942999999970
1867,967752000.000000000000,-102.043999999994,-98.479999999981,-101.023000000045,-86.900000000023
1868,967754000.000000000000,-102.054000000004,-98.371000000043,-101.231999999960,-87.077000000048
1869,967756000.000000000000,-102.067999999970,-98.447999999975,-101.003000000026,-86.853000000003
1870,967758000.000000000000,-102.192000000039,-98.373999999953,-101.224000000046,-86.949000000022
1871,967760000.000000000000,-102.194000000018,-98.390000000014,-101.187999999966,-87.086000000010
1872,967762000.000000000000,-102.077000000048,-98.476000000024,-102.152000000002,-87.099000000046
1873,967764000.000000000000,-102.045999999973,-98.498000000021,-101.038999999990,-87.219000000041
1874,967766000.000000000000,-101.966999999946,-98.650999999954,-101.603000000003,-87.307999999961
1875,967768000.000000000000,-102.143000000040,-98.547000000020,-100.709999999963,-87.091999999946
1876,967770000.000000000000,-102.113000000012,-98.452999999980,-101.582999999984,-87.047999999952
1877,967772000.000000000000,-102.062000000034,-98.518000000040,-100.832000000053,-86.817999999970
1878,967774000.000000000000,-101.988000000012,-98.385000000009,-100.944999999949,-86.849000000046
1879,967776000.000000000000,-102.035000000033,-98.390000000014,-101.177999999956,-86.991999999969
1880,967778000.000000000000,-102.074999999953,-98.395999999950,-101.229000000050,-86.743999999948
1881,967780000.000000000000,-101.974000000046,-98.432000000030,-101.131000000052,-86.912000000011
1882,967782000.000000000000,-102.052999999956,-98.452000000048,-101.574000000022,-86.827000000048
1883,967784000.000000000000,-102.013999999966,-98.626999999979,-100.886999999988,-86.810000000056
1884,967786000.000000000000,-102.040000000037,-98.599000000046,-101.363999999943,-86.981000000029
1885,967788000.000000000000,-102.001999999979,-98.751999999979,-101.092999999993,-86.861000000034
1886,967790000.000000000000,-101.993000000017,-98.636999999988,-101.839000000036,-86.886000000057
1887,967792000.000000000000,-101.844999999972,-98.584999999963,-100.993999999948,-86.947000000044
1888,967794000.000000000000,-102.011000000057,-98.542999999947,-101.817999999970,-87.038999999990
1889,967796000.000000000000,-101.962999999989,-98.670999999973,-100.984999999986,-87.094000000041
1890,967798000.000000000000,-102.094000000041,-98.447999999975,-101.179000000004,-87.057999999961
1891,967800000.000000000000,-102.197000000044,-98.476999999955,-100.819999999949,-86.993000000017
1892,967802000.000000000000,-102.052999999956,-98.532000000007,-101.788999999990,-86.944999999949
1893,967804000.000000000000,-102.055999999982,-98.640000000014,-101.084000000032,-86.937999999966
1894,967806000.000000000000,-102.152000000002,-98.625000000000,-101.807999999961,-86.885000000009
1895,967808000.000000000000,-102.074999999953,-98.579999999958,-101.148000000045,-87.033999999985
1896,967810000.000000000000,-102.131000000052,-98.665999999968,-101.251000000047,-87.214999999967
1897,967812000.000000000000,-102.160000000033,-98.648999999976,-101.312999999966,-87.209000000032
1898,967814000.000000000000,-102.241000000038,-98.611999999965,-101.209000000032,-87.246000000043
1899,967816000.000000000000,-101.925999999978,-98.623000000021,-101.043999999994,-87.228000000003
1900,967818000.000000000000,-101.864999999991,-98.626000000047,-102.189000000013,-87.121999999974
1901,967820000.000000000000,-101.983000000007,-98.652000000002,-101.020000000019,-87.072999999975
1902,967822000.000000000000,-102.165999999968,-98.518999999971,-102.150999999954,-86.893999999971
1903,967824000.000000000000,-102.165000000037,-98.462999999989,-101.016999999993,-86.908999999985
1904,967826000.000000000000,-102.126000000047,-98.418999999994,-101.285000000033,-87.074999999953
1905,967828000.000000000000,-102.032000000007,-98.435000000056,-100.795000000042,-87.283000000054
1906,967830000.000000000000,-102.040000000037,-98.564000000013,-101.937000000034,-87.057999999961
1907,967832000.000000000000,-101.891999999993,-98.366999999969,-101.072999999975,-87.138000000035
1908,967834000.000000000000,-102.059000000008,-98.302999999956,-101.282000000007,-87.121999999974
1909,967836000.000000000000,-102.001000000047,-98.513999999966,-101.136000000057,-87.136999999988
1910,967838000.000000000000,-102.057999999961,-98.589999999967,-100.891999999993,-87.042999999947
1911,967840000.000000000000,-102.045999999973,-98.285000000033,-101.030999999959,-86.908999999985
1912,967842000.000000000000,-102.030000000028,-98.322999999975,-101.329000000027,-86.795999999973
1913,967844000.000000000000,-102.076000000001,-98.459000000032,-101.160000000033,-86.702999999980
1914,967846000.000000000000,-102.145000000019,-98.554000000004,-101.851000000024,-86.922999999952
1915,967848000.000000000000,-102.121000000043,-98.619999999995,-100.984000000055,-86.912999999942
1916,967850000.000000000000,-102.109000000055,-98.525000000023,-101.170000000042,-86.886000000057
1917,967852000.000000000000,-102.045000000042,-98.523000000045,-100.925000000047,-86.971999999951
1918,967854000.000000000000,-102.040999999968,-98.466999999946,-101.689999999944,-86.912999999942
1919,967856000.000000000000,-102.130000000005,-98.569000000018,-100.652000000002,-86.765999999945
1920,967858000.000000000000,-102.194000000018,-98.562999999966,-101.722999999998,-87.202999999980
1921,967860000.000000000000,-102.248000000021,-98.555000000051,-100.893999999971,-87.184000000008
1922,967862000.000000000000,-102.212000000058,-98.569000000018,-101.543999999994,-87.106999999960
1923,967864000.000000000000,-102.152000000002,-98.471999999951,-101.439000000013,-87.104999999981
1924,967866000.000000000000,-101.763999999966,-98.376000000047,-101.135000000009,-87.010000000009
1925,967868000.000000000000,-101.795999999973,-98.329000000027,-101.140999999945,-86.964000000036
1926,967870000.000000000000,-101.868999999948,-98.327999999980,-101.145999999950,-86.956000000006
1927,967872000.000000000000,-101.935000000056,-98.327000000048,-101.005000000005,-86.935999999987
1928,967874000.000000000000,-101.959000000032,-98.400000000023,-101.033000000054,-87.062999999966
1929,967876000.000000000000,-101.993999999948,-98.667000000016,-101.109000000055,-86.988999999943
1930,967878000.000000000000,-102.018999999971,-98.555999999982,-101.339000000036,-86.837999999989
1931,967880000.000000000000,-101.945999999996,-98.494999999995,-101.028000000049,-86.802000000025
1932,967882000.000000000000,-101.903999999980,-98.552999999956,-101.734999999986,-86.819000000018
1933,967884000.000000000000,-102.094000000041,-98.469000000041,-101.000000000000,-86.873000000021
1934,967886000.000000000000,-102.084000000032,-98.562999999966,-101.109999999986,-86.797000000020
1935,967888000.000000000000,-102.103000000003,-98.616999999969,-101.273000000045,-86.814000000013
1936,967890000.000000000000,-102.106999999960,-98.569999999949,-101.101999999955,-86.655000000028
1937,967892000.000000000000,-102.319000000018,-98.564999999944,-101.234999999986,-86.719999999972
1938,967894000.000000000000,-102.182000000030,-98.758999999962,-101.341000000015,-86.746999999974
1939,967896000.000000000000,-102.020999999950,-98.577000000048,-101.253999999957,-86.778999999980
1940,967898000.000000000000,-101.932000000030,-98.667999999947,-101.952999999980,-87.005000000005
1941,967900000.000000000000,-101.942000000039,-98.516999999993,-101.062999999966,-86.537999999942
1942,967902000.000000000000,-101.974999999977,-98.478000000003,-101.422000000020,-86.677000000025
1943,967904000.000000000000,-102.184000000008,-98.491000000038,-101.243999999948,-86.787999999942
1944,967906000.000000000000,-102.069999999949,-98.462999999989,-102.305000000051,-86.949999999953
1945,967908000.000000000000,-102.087999999989,-98.383000000031,-100.942000000039,-87.167999999947
1946,967910000.000000000000,-101.996999999974,-98.314000000013,-102.011000000057,-87.263000000035
1947,967912000.000000000000,-101.993999999948,-98.400999999954,-101.087000000058,-87.239999999991
1948,967914000.000000000000,-101.981000000029,-98.408999999985,-101.138999999966,-87.221000000020
1949,967916000.000000000000,-102.047000000020,-98.452999999980,-101.351000000024,-87.145999999950
1950,967918000.000000000000,-102.074000000022,-98.702000000048,-101.327999999980,-87.141999999993
1951,967920000.000000000000,-102.081000000006,-98.626999999979,-101.158000000054,-87.140999999945
1952,967922000.000000000000,-101.918999999994,-98.444000000018,-101.246000000043,-87.228000000003
1953,967924000.000000000000,-101.927000000025,-98.356999999960,-101.006000000052,-86.878000000026
1954,967926000.000000000000,-101.940999999992,-98.423999999999,-101.226999999955,-86.849999999977
1955,967928000.000000000000,-101.959000000032,-98.626000000047,-100.935000000056,-86.827999999980
1956,967930000.000000000000,-101.998999999953,-98.721999999951,-101.969000000041,-86.991999999969
1957,967932000.000000000000,-102.037999999942,-98.768000000040,-101.016999999993,-86.976999999955
1958,967934000.000000000000,-101.935999999987,-98.753999999957,-102.045000000042,-87.048999999999
1959,967936000.000000000000,-102.016999999993,-98.601000000024,-101.354999999981,-87.035000000033
1960,967938000.000000000000,-101.986000000034,-98.395999999950,-101.395999999950,-87.033999999985
1961,967940000.000000000000,-102.224000000046,-98.373000000021,-101.310999999987,-87.005000000005
1962,967942000.000000000000,-101.989999999991,-98.540000000037,-102.131000000052,-87.072000000044
1963,967944000.000000000000,-101.989999999991,-98.486000000034,-101.265000000014,-87.094000000041
1964,967946000.000000000000,-101.974000000046,-98.388000000035,-102.145999999950,-86.929000000004
1965,967948000.000000000000,-102.010000000009,-98.285000000033,-101.064999999944,-86.934000000008
1966,967950000.000000000000,-102.121999999974,-98.277000000002,-101.402000000002,-87.113999999943
1967,967952000.000000000000,-102.028000000049,-98.422000000020,-101.251999999979,-87.140999999945
1968,967954000.000000000000,-101.991000000038,-98.282000000007,-102.099999999977,-87.216999999946
1969,967956000.000000000000,-102.008000000031,-98.305000000051,-101.359999999986,-86.937000000034
1970,967958000.000000000000,-101.937999999966,-98.434000000008,-101.297000000020,-86.947000000044
1971,967960000.000000000000,-101.918999999994,-98.452999999980,-101.258999999962,-87.089999999967
1972,967962000.000000000000,-101.984000000055,-98.650000000023,-101.827999999980,-87.121999999974
1973,967964000.000000000000,-101.890999999945,-98.657000000007,-101.177000000025,-86.939999999944
1974,967966000.000000000000,-101.934000000008,-98.550999999978,-101.393000000040,-86.893999999971
1975,967968000.000000000000,-101.984000000055,-98.302999999956,-101.298999999999,-87.011999999988
