"SoftPlot +Plus+ Measurement Management Software"
"Start", 9.640200000000000E+0008
"Stop", 9.680200000000000E+0008
"Points",2001
"Point","X-Axis (Hz)","West of Telstar 11N (dBm)","Telstar 11N (dBm)","East of Telstar 11N (dBm)","Signal Generator at 11504.02MHz into LNBF (dBm)"
1839,967696000.000000000000,-101.942999999970,-99.148999999976,-90.248999999953,-86.922000000020
1840,967698000.000000000000,-101.998999999953,-98.979999999981,-90.163999999990,-86.847999999998
1841,967700000.000000000000,-102.233000000007,-99.020999999950,-90.381999999983,-86.935999999987
1842,967702000.000000000000,-102.067999999970,-98.954000000027,-90.295999999973,-86.964999999967
1843,967704000.000000000000,-102.045000000042,-98.861999999965,-90.238999999943,-86.947999999975
1844,967706000.000000000000,-101.993999999948,-98.748999999953,-90.207999999984,-86.896999999997
1845,967708000.000000000000,-102.025000000023,-98.743999999948,-90.356999999960,-86.863999999943
1846,967710000.000000000000,-102.048999999999,-98.584000000032,-90.547999999952,-86.898999999976
1847,967712000.000000000000,-101.942000000039,-98.594999999972,-90.557000000030,-86.768999999971
1848,967714000.000000000000,-101.937999999966,-98.650999999954,-90.621999999974,-86.832000000053
1849,967716000.000000000000,-102.025999999954,-98.521999999997,-90.589000000036,-87.011000000057
1850,967718000.000000000000,-102.207000000053,-98.640999999945,-90.565999999992,-87.096999999951
1851,967720000.000000000000,-102.081000000006,-98.641999999993,-90.613999999943,-87.146999999997
1852,967722000.000000000000,-101.993999999948,-98.699999999953,-90.609999999986,-87.177999999956
1853,967724000.000000000000,-102.052999999956,-98.689999999944,-90.552999999956,-87.150000000023
1854,967726000.000000000000,-102.050000000047,-98.655000000028,-90.425000000047,-87.062000000034
1855,967728000.000000000000,-102.040000000037,-98.684000000008,-90.359999999986,-87.032000000007
1856,967730000.000000000000,-102.101999999955,-98.763999999966,-90.285999999964,-86.969999999972
1857,967732000.000000000000,-102.064999999944,-98.599000000046,-90.557000000030,-87.023999999976
1858,967734000.000000000000,-102.025999999954,-98.800000000047,-90.275000000023,-86.962999999989
1859,967736000.000000000000,-102.106000000029,-98.638999999966,-90.101999999955,-86.912999999942
1860,967738000.000000000000,-102.094000000041,-98.900000000023,-90.212000000058,-86.849999999977
1861,967740000.000000000000,-102.153999999980,-99.020999999950,-90.347999999998,-86.847999999998
1862,967742000.000000000000,-102.087999999989,-98.748000000021,-90.413999999990,-87.042999999947
1863,967744000.000000000000,-102.045000000042,-98.418999999994,-90.432999999961,-86.964999999967
1864,967746000.000000000000,-102.074000000022,-98.494999999995,-90.476000000024,-86.991999999969
1865,967748000.000000000000,-102.143000000040,-98.579999999958,-90.513999999966,-86.996000000043
1866,967750000.000000000000,-101.935999999987,-98.498999999953,-90.489999999991,-87.033999999985
1867,967752000.000000000000,-102.043999999994,-98.479999999981,-90.635000000009,-87.064000000013
1868,967754000.000000000000,-102.054000000004,-98.371000000043,-90.599000000046,-86.888999999966
1869,967756000.000000000000,-102.067999999970,-98.447999999975,-90.670999999973,-87.069999999949
1870,967758000.000000000000,-102.192000000039,-98.373999999953,-90.697000000044,-87.020000000019
1871,967760000.000000000000,-102.194000000018,-98.390000000014,-90.603000000003,-86.949000000022
1872,967762000.000000000000,-102.077000000048,-98.476000000024,-90.554000000004,-86.988999999943
1873,967764000.000000000000,-102.045999999973,-98.498000000021,-90.489999999991,-87.157000000007
1874,967766000.000000000000,-101.966999999946,-98.650999999954,-90.457999999984,-87.153999999980
1875,967768000.000000000000,-102.143000000040,-98.547000000020,-90.407000000007,-86.991000000038
1876,967770000.000000000000,-102.113000000012,-98.452999999980,-90.179000000004,-87.003999999957
1877,967772000.000000000000,-102.062000000034,-98.518000000040,-90.177999999956,-87.131999999983
1878,967774000.000000000000,-101.988000000012,-98.385000000009,-90.182999999961,-87.160000000033
1879,967776000.000000000000,-102.035000000033,-98.390000000014,-90.334000000032,-87.160000000033
1880,967778000.000000000000,-102.074999999953,-98.395999999950,-90.226000000024,-87.055000000051
1881,967780000.000000000000,-101.974000000046,-98.432000000030,-90.244999999995,-87.114999999991
1882,967782000.000000000000,-102.052999999956,-98.452000000048,-90.341999999946,-87.126000000047
1883,967784000.000000000000,-102.013999999966,-98.626999999979,-90.390000000014,-87.081000000006
1884,967786000.000000000000,-102.040000000037,-98.599000000046,-90.444000000018,-87.236999999965
1885,967788000.000000000000,-102.001999999979,-98.751999999979,-90.511000000057,-87.275000000023
1886,967790000.000000000000,-101.993000000017,-98.636999999988,-90.388999999966,-87.229000000050
1887,967792000.000000000000,-101.844999999972,-98.584999999963,-90.557000000030,-87.104999999981
1888,967794000.000000000000,-102.011000000057,-98.542999999947,-90.604999999981,-86.939000000013
1889,967796000.000000000000,-101.962999999989,-98.670999999973,-90.572000000044,-86.863000000012
1890,967798000.000000000000,-102.094000000041,-98.447999999975,-90.523999999976,-86.935999999987
1891,967800000.000000000000,-102.197000000044,-98.476999999955,-90.572000000044,-86.959999999963
1892,967802000.000000000000,-102.052999999956,-98.532000000007,-90.574999999953,-86.837000000058
1893,967804000.000000000000,-102.055999999982,-98.640000000014,-90.685999999987,-86.846999999951
1894,967806000.000000000000,-102.152000000002,-98.625000000000,-90.560999999987,-86.748000000021
1895,967808000.000000000000,-102.074999999953,-98.579999999958,-90.442000000039,-86.765999999945
1896,967810000.000000000000,-102.131000000052,-98.665999999968,-90.584999999963,-86.910999999964
1897,967812000.000000000000,-102.160000000033,-98.648999999976,-90.332999999984,-86.918999999994
1898,967814000.000000000000,-102.241000000038,-98.611999999965,-90.354000000050,-86.881999999983
1899,967816000.000000000000,-101.925999999978,-98.623000000021,-90.277000000002,-86.817999999970
1900,967818000.000000000000,-101.864999999991,-98.626000000047,-90.292000000016,-86.768999999971
1901,967820000.000000000000,-101.983000000007,-98.652000000002,-90.332999999984,-86.863999999943
1902,967822000.000000000000,-102.165999999968,-98.518999999971,-90.322999999975,-86.751999999979
1903,967824000.000000000000,-102.165000000037,-98.462999999989,-90.305000000051,-86.538999999990
1904,967826000.000000000000,-102.126000000047,-98.418999999994,-90.383999999962,-86.471000000020
1905,967828000.000000000000,-102.032000000007,-98.435000000056,-90.439000000013,-86.545999999973
1906,967830000.000000000000,-102.040000000037,-98.564000000013,-90.447999999975,-86.775999999954
1907,967832000.000000000000,-101.891999999993,-98.366999999969,-90.479999999981,-86.886000000057
1908,967834000.000000000000,-102.059000000008,-98.302999999956,-90.386000000057,-86.761999999988
1909,967836000.000000000000,-102.001000000047,-98.513999999966,-90.408999999985,-86.869999999995
1910,967838000.000000000000,-102.057999999961,-98.589999999967,-90.805999999982,-86.790000000037
1911,967840000.000000000000,-102.045999999973,-98.285000000033,-90.719000000041,-86.895000000019
1912,967842000.000000000000,-102.030000000028,-98.322999999975,-90.658000000054,-87.172000000020
1913,967844000.000000000000,-102.076000000001,-98.459000000032,-90.528000000049,-87.092999999993
1914,967846000.000000000000,-102.145000000019,-98.554000000004,-90.369999999995,-87.013000000035
1915,967848000.000000000000,-102.121000000043,-98.619999999995,-90.410999999964,-86.912999999942
1916,967850000.000000000000,-102.109000000055,-98.525000000023,-90.658000000054,-86.905000000028
1917,967852000.000000000000,-102.045000000042,-98.523000000045,-90.478000000003,-86.881000000052
1918,967854000.000000000000,-102.040999999968,-98.466999999946,-90.429000000004,-86.817000000039
1919,967856000.000000000000,-102.130000000005,-98.569000000018,-90.464000000036,-86.753000000026
1920,967858000.000000000000,-102.194000000018,-98.562999999966,-90.452999999980,-86.711000000010
1921,967860000.000000000000,-102.248000000021,-98.555000000051,-90.300000000047,-86.685000000056
1922,967862000.000000000000,-102.212000000058,-98.569000000018,-90.569000000018,-86.743000000017
1923,967864000.000000000000,-102.152000000002,-98.471999999951,-90.503999999957,-86.893000000040
1924,967866000.000000000000,-101.763999999966,-98.376000000047,-90.525999999954,-87.341999999946
1925,967868000.000000000000,-101.795999999973,-98.329000000027,-90.489999999991,-87.182999999961
1926,967870000.000000000000,-101.868999999948,-98.327999999980,-90.488000000012,-87.133000000031
1927,967872000.000000000000,-101.935000000056,-98.327000000048,-90.592999999993,-87.285000000033
1928,967874000.000000000000,-101.959000000032,-98.400000000023,-90.702999999980,-87.305999999982
1929,967876000.000000000000,-101.993999999948,-98.667000000016,-90.653999999980,-87.015999999945
1930,967878000.000000000000,-102.018999999971,-98.555999999982,-90.650000000023,-86.984999999986
1931,967880000.000000000000,-101.945999999996,-98.494999999995,-90.527000000002,-86.969999999972
1932,967882000.000000000000,-101.903999999980,-98.552999999956,-90.478000000003,-87.074000000022
1933,967884000.000000000000,-102.094000000041,-98.469000000041,-90.435000000056,-87.040999999968
1934,967886000.000000000000,-102.084000000032,-98.562999999966,-90.444999999949,-87.042999999947
1935,967888000.000000000000,-102.103000000003,-98.616999999969,-90.564000000013,-87.025000000023
1936,967890000.000000000000,-102.106999999960,-98.569999999949,-90.469000000041,-87.020999999950
1937,967892000.000000000000,-102.319000000018,-98.564999999944,-90.658999999985,-87.239999999991
1938,967894000.000000000000,-102.182000000030,-98.758999999962,-90.545999999973,-87.256000000052
1939,967896000.000000000000,-102.020999999950,-98.577000000048,-90.498000000021,-87.032000000007
1940,967898000.000000000000,-101.932000000030,-98.667999999947,-90.420999999973,-86.991000000038
1941,967900000.000000000000,-101.942000000039,-98.516999999993,-90.383000000031,-86.984000000055
1942,967902000.000000000000,-101.974999999977,-98.478000000003,-90.577999999980,-87.033999999985
1943,967904000.000000000000,-102.184000000008,-98.491000000038,-90.537999999942,-87.084000000032
1944,967906000.000000000000,-102.069999999949,-98.462999999989,-90.469000000041,-87.224000000046
1945,967908000.000000000000,-102.087999999989,-98.383000000031,-90.351999999955,-87.271999999997
1946,967910000.000000000000,-101.996999999974,-98.314000000013,-90.234000000055,-87.167000000016
1947,967912000.000000000000,-101.993999999948,-98.400999999954,-90.532000000007,-86.961000000010
1948,967914000.000000000000,-101.981000000029,-98.408999999985,-90.521999999997,-87.199000000022
1949,967916000.000000000000,-102.047000000020,-98.452999999980,-90.528999999980,-87.263999999966
1950,967918000.000000000000,-102.074000000022,-98.702000000048,-90.271999999997,-87.285000000033
1951,967920000.000000000000,-102.081000000006,-98.626999999979,-90.150999999954,-87.231000000029
1952,967922000.000000000000,-101.918999999994,-98.444000000018,-90.234999999986,-87.010000000009
1953,967924000.000000000000,-101.927000000025,-98.356999999960,-90.449999999953,-86.942999999970
1954,967926000.000000000000,-101.940999999992,-98.423999999999,-90.542999999947,-87.011999999988
1955,967928000.000000000000,-101.959000000032,-98.626000000047,-90.515999999945,-86.952000000048
1956,967930000.000000000000,-101.998999999953,-98.721999999951,-90.587999999989,-86.998000000021
1957,967932000.000000000000,-102.037999999942,-98.768000000040,-90.542999999947,-87.145000000019
1958,967934000.000000000000,-101.935999999987,-98.753999999957,-90.282000000007,-87.128000000026
1959,967936000.000000000000,-102.016999999993,-98.601000000024,-90.376000000047,-86.900000000023
1960,967938000.000000000000,-101.986000000034,-98.395999999950,-90.476000000024,-86.837000000058
1961,967940000.000000000000,-102.224000000046,-98.373000000021,-90.344000000041,-86.741000000038
1962,967942000.000000000000,-101.989999999991,-98.540000000037,-90.339000000036,-86.768000000040
1963,967944000.000000000000,-101.989999999991,-98.486000000034,-90.410000000033,-86.810999999987
1964,967946000.000000000000,-101.974000000046,-98.388000000035,-90.256000000052,-86.802000000025
1965,967948000.000000000000,-102.010000000009,-98.285000000033,-90.305999999982,-86.846999999951
1966,967950000.000000000000,-102.121999999974,-98.277000000002,-90.295999999973,-87.152000000002
1967,967952000.000000000000,-102.028000000049,-98.422000000020,-90.238999999943,-87.141999999993
1968,967954000.000000000000,-101.991000000038,-98.282000000007,-90.310999999987,-87.116000000038
1969,967956000.000000000000,-102.008000000031,-98.305000000051,-90.197999999975,-86.903000000049
1970,967958000.000000000000,-101.937999999966,-98.434000000008,-90.258999999962,-86.898999999976
1971,967960000.000000000000,-101.918999999994,-98.452999999980,-90.393999999971,-86.849000000046
1972,967962000.000000000000,-101.984000000055,-98.650000000023,-90.420999999973,-86.947999999975
1973,967964000.000000000000,-101.890999999945,-98.657000000007,-90.550000000047,-87.155999999959
1974,967966000.000000000000,-101.934000000008,-98.550999999978,-90.682999999961,-86.935000000056
1975,967968000.000000000000,-101.984000000055,-98.302999999956,-90.802000000025,-86.738000000012
1976,967970000.000000000000,-102.119999999995,-98.391999999993,-90.834000000032,-86.773000000045
1977,967972000.000000000000,-102.214999999967,-98.429000000004,-90.917999999947,-86.854000000050
1978,967974000.000000000000,-102.202000000048,-98.547000000020,-90.841999999946,-86.966999999946
1979,967976000.000000000000,-102.064999999944,-98.540000000037,-90.665999999968,-86.888000000035
1980,967978000.000000000000,-102.067999999970,-98.464000000036,-90.636999999988,-86.947999999975
1981,967980000.000000000000,-102.067000000039,-98.373000000021,-90.694999999949,-86.998999999953
1982,967982000.000000000000,-102.016999999993,-98.449000000022,-90.525000000023,-87.074999999953
1983,967984000.000000000000,-101.988999999943,-98.439999999944,-90.472999999998,-86.913999999990
