"BlockSat v2 European Region"
"Start", 1.083300000000000E+0009
"Stop", 1.085300000000000E+0009
"Points",601
"Point","X-Axis (Hz)","West of Telstar 11N (wrong sat) (dBm)","Telstar 11N (dBm)"
80,1083563333.333984380000,-72.996000000043,-83.298999999999
81,1083566666.666015620000,-72.202999999980,-82.638999999966
82,1083570000.000000000000,-72.905000000028,-83.324999999953
83,1083573333.333984370000,-72.302999999956,-83.312999999966
84,1083576666.666015620000,-72.344999999972,-83.670999999973
85,1083580000.000000000000,-72.172000000020,-83.018000000040
86,1083583333.333984380000,-72.369999999995,-83.562999999966
87,1083586666.666015620000,-72.359000000055,-82.866000000038
88,1083590000.000000000000,-72.510000000009,-84.158999999985
89,1083593333.333984380000,-72.290000000037,-83.172000000020
90,1083596666.666015620000,-72.574000000022,-83.697999999975
91,1083600000.000000000000,-72.170999999973,-83.128999999957
92,1083603333.333984380000,-72.633000000031,-82.972999999998
93,1083606666.666015620000,-72.163999999990,-83.087999999989
94,1083610000.000000000000,-72.721000000020,-82.951000000001
95,1083613333.333984370000,-72.027000000002,-82.878000000026
96,1083616666.666015620000,-72.327000000048,-83.015999999945
97,1083620000.000000000000,-71.932999999961,-82.957999999984
98,1083623333.333984380000,-72.016999999993,-83.966000000015
99,1083626666.666015620000,-72.170999999973,-83.194999999949
100,1083630000.000000000000,-72.047000000020,-82.981999999960
101,1083633333.333984380000,-72.427000000025,-83.077999999980
102,1083636666.666015620000,-72.261000000057,-83.064999999944
103,1083640000.000000000000,-72.275000000023,-82.640999999945
104,1083643333.333984380000,-72.405999999959,-82.481999999960
105,1083646666.666015620000,-72.172000000020,-82.775999999954
106,1083650000.000000000000,-72.831000000006,-83.341999999946
107,1083653333.333984370000,-72.001000000047,-82.956000000006
108,1083656666.666015620000,-72.346999999951,-83.167000000016
109,1083660000.000000000000,-72.484999999986,-83.226000000024
110,1083663333.333984380000,-72.398999999976,-83.537999999942
111,1083666666.666015620000,-72.434000000008,-82.907000000007
112,1083670000.000000000000,-73.006000000052,-82.959999999963
113,1083673333.333984380000,-72.173999999999,-82.967999999993
114,1083676666.666015630000,-72.106999999960,-83.018000000040
115,1083680000.000000000000,-71.944000000018,-83.025000000023
116,1083683333.333984380000,-71.785000000033,-83.435000000056
117,1083686666.666015620000,-71.932999999961,-82.822000000044
118,1083690000.000000000000,-72.006999999983,-83.324999999953
119,1083693333.333984370000,-71.888000000035,-82.805000000051
120,1083696666.666015620000,-72.457000000053,-83.712999999989
121,1083700000.000000000000,-71.908000000054,-83.006000000052
122,1083703333.333984380000,-71.738000000012,-82.807999999961
123,1083706666.666015620000,-71.979999999981,-83.054000000004
124,1083710000.000000000000,-72.086000000010,-83.108000000007
125,1083713333.333984380000,-72.113000000012,-83.241999999969
126,1083716666.666015630000,-72.621999999974,-83.645000000019
127,1083720000.000000000000,-71.778000000049,-83.030999999959
128,1083723333.333984380000,-72.689999999944,-83.381999999983
129,1083726666.666015620000,-71.795000000042,-83.457999999984
130,1083730000.000000000000,-71.959000000032,-83.586000000010
131,1083733333.333984370000,-71.998000000021,-82.768000000040
132,1083736666.666015620000,-71.888000000035,-82.972999999998
133,1083740000.000000000000,-71.827999999980,-82.890999999945
134,1083743333.333984380000,-72.548999999999,-83.295000000042
135,1083746666.666015620000,-71.711000000010,-82.809000000008
136,1083750000.000000000000,-72.363999999943,-83.572999999975
137,1083753333.333984380000,-71.962000000058,-82.761999999988
138,1083756666.666015630000,-72.219000000041,-83.469000000041
139,1083760000.000000000000,-72.319999999949,-82.912999999942
140,1083763333.333984380000,-72.680999999982,-82.885000000009
141,1083766666.666015620000,-72.182000000030,-82.618000000017
142,1083770000.000000000000,-72.608000000007,-83.261000000057
143,1083773333.333984380000,-71.712000000058,-82.331000000006
144,1083776666.666015620000,-71.829000000027,-82.932999999961
145,1083780000.000000000000,-72.277000000002,-82.604999999981
146,1083783333.333984380000,-72.650000000023,-83.329000000027
147,1083786666.666015620000,-72.016999999993,-82.635000000009
148,1083790000.000000000000,-72.163999999990,-82.966999999946
149,1083793333.333984380000,-72.094000000041,-82.341000000015
150,1083796666.666015630000,-72.729000000050,-82.854000000050
151,1083800000.000000000000,-72.211000000010,-82.023000000045
152,1083803333.333984380000,-72.739999999991,-81.606999999960
153,1083806666.666015620000,-72.055999999982,-81.157000000007
154,1083810000.000000000000,-71.824999999953,-80.966999999946
155,1083813333.333984380000,-72.011000000057,-80.778000000049
156,1083816666.666015620000,-72.146999999997,-80.893000000040
157,1083820000.000000000000,-72.292000000016,-80.542000000016
158,1083823333.333984380000,-72.724999999977,-81.064000000013
159,1083826666.666015620000,-72.037999999942,-79.839999999967
160,1083830000.000000000000,-72.067000000039,-80.422000000020
161,1083833333.333984380000,-72.028000000049,-79.773999999976
162,1083836666.666015620000,-72.427000000025,-80.097999999998
163,1083840000.000000000000,-71.832999999984,-78.820999999996
164,1083843333.333984380000,-72.582999999984,-78.702999999980
165,1083846666.666015620000,-71.917999999947,-78.425999999978
166,1083850000.000000000000,-72.204999999958,-78.283000000054
167,1083853333.333984380000,-71.748999999953,-77.878999999957
168,1083856666.666015620000,-72.456000000006,-77.915999999968
169,1083860000.000000000000,-71.788999999990,-77.780999999959
170,1083863333.333984380000,-71.839999999967,-77.837999999989
171,1083866666.666015620000,-72.126999999979,-77.354000000050
172,1083870000.000000000000,-72.113999999943,-76.837000000058
173,1083873333.333984380000,-71.912000000011,-76.717999999993
174,1083876666.666015620000,-72.667999999947,-76.613999999943
175,1083880000.000000000000,-72.040000000037,-76.565999999992
176,1083883333.333984380000,-72.582000000053,-77.067999999970
177,1083886666.666015620000,-71.922999999952,-76.518999999971
178,1083890000.000000000000,-72.250000000000,-75.804000000004
179,1083893333.333984380000,-72.185999999987,-76.028999999980
180,1083896666.666015620000,-71.939000000013,-76.422000000020
181,1083900000.000000000000,-71.893999999971,-75.658000000054
182,1083903333.333984370000,-72.018999999971,-76.143000000040
183,1083906666.666015620000,-72.065999999992,-75.410999999964
184,1083910000.000000000000,-72.701000000001,-75.496000000043
185,1083913333.333984380000,-71.893999999971,-75.520000000019
186,1083916666.666015620000,-71.910999999964,-75.864999999991
187,1083920000.000000000000,-72.261999999988,-74.876999999979
188,1083923333.333984380000,-72.635000000009,-75.354999999981
189,1083926666.666015620000,-71.978000000003,-74.726000000024
190,1083930000.000000000000,-72.202999999980,-75.341000000015
191,1083933333.333984380000,-72.456000000006,-74.837999999989
192,1083936666.666015620000,-72.699999999953,-74.969000000041
193,1083940000.000000000000,-71.868000000017,-74.846000000020
194,1083943333.333984370000,-72.172000000020,-75.457999999984
195,1083946666.666015620000,-72.253999999957,-74.582000000053
196,1083950000.000000000000,-71.984000000055,-75.332000000053
197,1083953333.333984380000,-72.287000000011,-74.454000000027
198,1083956666.666015620000,-71.937999999966,-75.459000000032
199,1083960000.000000000000,-71.976000000024,-74.761000000057
200,1083963333.333984380000,-71.880000000005,-75.260000000009
201,1083966666.666015630000,-72.152000000002,-74.677000000025
202,1083970000.000000000000,-72.131999999983,-74.584000000032
203,1083973333.333984380000,-72.461000000010,-74.268999999971
204,1083976666.666015620000,-72.658999999985,-74.025000000023
205,1083980000.000000000000,-71.858000000007,-73.962000000058
206,1083983333.333984370000,-71.988999999943,-74.457999999984
207,1083986666.666015620000,-71.856000000029,-73.988999999943
208,1083990000.000000000000,-72.400000000023,-74.314000000013
209,1083993333.333984380000,-71.736999999965,-74.511999999988
210,1083996666.666015620000,-72.616999999969,-74.788999999990
211,1084000000.000000000000,-71.898999999976,-74.094000000041
212,1084003333.333984380000,-72.702000000048,-74.101000000024
213,1084006666.666015630000,-72.194000000018,-73.979000000050
214,1084010000.000000000000,-72.802000000025,-74.136000000057
215,1084013333.333984380000,-72.167999999947,-73.944000000018
216,1084016666.666015620000,-72.932000000030,-74.371000000043
217,1084020000.000000000000,-72.271999999997,-74.158999999985
218,1084023333.333984370000,-72.214999999967,-74.935999999987
219,1084026666.666015620000,-72.322999999975,-74.167000000016
220,1084030000.000000000000,-72.074000000022,-74.798999999999
221,1084033333.333984380000,-72.113000000012,-73.814000000013
222,1084036666.666015620000,-73.201000000001,-74.756000000052
223,1084040000.000000000000,-72.195999999996,-73.778000000049
224,1084043333.333984380000,-72.305000000051,-74.366000000038
225,1084046666.666015630000,-72.451000000001,-73.895000000019
226,1084050000.000000000000,-72.868000000017,-74.479000000050
227,1084053333.333984380000,-72.219999999972,-73.829999999958
228,1084056666.666015620000,-72.756999999983,-73.886000000057
229,1084060000.000000000000,-72.148999999976,-73.719999999972
230,1084063333.333984380000,-71.940999999992,-74.336000000010
231,1084066666.666015620000,-71.925999999978,-73.652000000002
232,1084070000.000000000000,-72.038999999990,-73.907000000007
233,1084073333.333984380000,-72.393000000040,-73.883000000031
234,1084076666.666015620000,-73.057999999961,-74.518999999971
235,1084080000.000000000000,-72.385000000009,-73.937999999966
236,1084083333.333984380000,-73.143000000040,-74.628999999957
237,1084086666.666015630000,-72.224000000046,-74.086000000010
238,1084090000.000000000000,-72.883999999962,-74.216999999946
239,1084093333.333984380000,-72.312000000034,-73.942999999970
240,1084096666.666015620000,-72.751999999979,-73.983000000007
241,1084100000.000000000000,-72.131999999983,-74.243999999948
242,1084103333.333984380000,-72.096000000020,-74.074000000022
243,1084106666.666015620000,-71.952999999980,-73.993000000017
244,1084110000.000000000000,-71.844999999972,-74.270999999950
245,1084113333.333984380000,-71.841000000015,-74.010000000009
246,1084116666.666015620000,-72.136999999988,-74.113000000012
247,1084120000.000000000000,-71.653999999980,-73.783000000054
248,1084123333.333984380000,-71.925000000047,-74.243000000017
249,1084126666.666015630000,-71.962999999989,-73.851999999955
250,1084130000.000000000000,-72.643999999971,-74.755000000005
251,1084133333.333984380000,-72.015999999945,-74.189999999944
252,1084136666.666015620000,-71.964000000036,-74.555999999982
253,1084140000.000000000000,-72.167999999947,-74.368999999948
254,1084143333.333984380000,-73.016999999993,-74.841999999946
255,1084146666.666015620000,-72.089000000036,-74.251000000047
256,1084150000.000000000000,-72.983000000007,-75.025000000023
257,1084153333.333984380000,-72.388999999966,-74.047999999952
258,1084156666.666015620000,-72.883999999962,-74.569000000018
259,1084160000.000000000000,-71.957000000053,-73.849999999977
260,1084163333.333984380000,-72.457999999984,-75.030999999959
261,1084166666.666015620000,-72.516999999993,-74.209999999963
262,1084170000.000000000000,-73.182000000030,-74.111999999965
263,1084173333.333984380000,-71.966999999946,-74.119999999995
264,1084176666.666015620000,-72.773000000045,-74.106000000029
265,1084180000.000000000000,-72.097999999998,-74.204999999958
266,1084183333.333984380000,-72.706000000006,-75.057999999961
267,1084186666.666015620000,-71.988000000012,-74.462000000058
268,1084190000.000000000000,-72.069999999949,-74.121000000043
269,1084193333.333984370000,-72.557000000030,-73.608000000007
270,1084196666.666015620000,-73.192999999970,-74.704999999958
271,1084200000.000000000000,-72.486000000034,-73.592999999993
272,1084203333.333984380000,-72.967999999993,-74.682999999961
273,1084206666.666015620000,-72.425000000047,-73.944999999949
274,1084210000.000000000000,-72.290999999968,-74.092999999993
275,1084213333.333984380000,-72.214000000036,-73.498000000021
276,1084216666.666015620000,-72.518000000040,-73.873000000021
277,1084220000.000000000000,-71.851000000024,-73.922000000020
278,1084223333.333984380000,-72.074999999953,-73.929000000004
279,1084226666.666015620000,-72.255000000005,-73.966999999946
280,1084230000.000000000000,-72.354000000050,-74.728000000003
281,1084233333.333984370000,-72.268999999971,-74.091000000015
282,1084236666.666015620000,-72.451000000001,-74.761000000057
283,1084240000.000000000000,-71.944999999949,-73.712000000058
284,1084243333.333984380000,-72.285000000033,-74.528999999980
285,1084246666.666015620000,-72.126000000047,-73.898999999976
286,1084250000.000000000000,-72.393999999971,-74.930999999982
287,1084253333.333984380000,-72.302999999956,-74.162000000011
288,1084256666.666015620000,-72.861999999965,-74.206000000006
289,1084260000.000000000000,-72.150999999954,-74.182000000030
290,1084263333.333984380000,-72.023999999976,-74.812000000034
291,1084266666.666015620000,-72.025000000023,-73.932000000030
292,1084270000.000000000000,-72.109999999986,-73.903999999980
293,1084273333.333984370000,-72.133000000031,-73.951000000001
294,1084276666.666015620000,-73.047000000020,-74.143000000040
295,1084280000.000000000000,-72.420999999973,-74.228000000003
296,1084283333.333984380000,-72.900999999954,-74.427999999956
297,1084286666.666015620000,-72.327999999980,-73.920000000042
298,1084290000.000000000000,-72.846000000020,-74.366000000038
299,1084293333.333984380000,-72.300999999978,-73.856999999960
300,1084296666.666015630000,-72.964000000036,-74.655000000028
301,1084300000.000000000000,-71.844000000041,-73.929000000004
302,1084303333.333984380000,-72.922000000020,-74.035000000033
303,1084306666.666015620000,-72.315999999992,-74.045999999973
304,1084310000.000000000000,-72.565999999992,-74.969000000041
305,1084313333.333984370000,-72.405000000028,-74.280000000028
306,1084316666.666015620000,-73.077999999980,-74.640999999945
307,1084320000.000000000000,-72.241999999969,-74.150000000023
308,1084323333.333984380000,-72.356000000029,-74.037999999942
309,1084326666.666015620000,-72.302999999956,-73.920999999973
310,1084330000.000000000000,-72.449000000022,-74.079000000027
311,1084333333.333984380000,-72.175000000047,-74.052000000025
312,1084336666.666015630000,-72.199000000022,-74.135000000009
313,1084340000.000000000000,-72.001999999979,-74.327999999980
314,1084343333.333984380000,-72.440999999992,-74.280000000028
315,1084346666.666015620000,-71.890999999945,-74.097999999998
316,1084350000.000000000000,-72.501999999979,-74.581000000006
317,1084353333.333984370000,-71.937000000034,-74.025000000023
318,1084356666.666015620000,-72.695999999996,-74.731999999960
319,1084360000.000000000000,-72.109000000055,-73.805999999982
320,1084363333.333984380000,-72.695999999996,-74.780999999959
321,1084366666.666015620000,-71.881999999983,-74.023000000045
322,1084370000.000000000000,-71.876000000047,-74.518999999971
323,1084373333.333984380000,-72.052999999956,-73.679000000004
324,1084376666.666015630000,-72.863999999943,-74.106999999960
325,1084380000.000000000000,-72.138999999966,-74.162000000011
326,1084383333.333984380000,-72.694999999949,-74.113999999943
327,1084386666.666015620000,-72.038999999990,-74.069000000018
328,1084390000.000000000000,-72.577999999980,-74.530000000028
329,1084393333.333984380000,-71.966000000015,-73.763000000035
330,1084396666.666015620000,-72.462999999989,-73.699999999953
331,1084400000.000000000000,-71.881000000052,-73.697999999975
332,1084403333.333984380000,-72.515999999945,-74.459000000032
333,1084406666.666015620000,-72.297999999952,-73.902000000002
334,1084410000.000000000000,-72.189999999944,-74.677000000025
335,1084413333.333984380000,-72.060999999987,-73.672999999952
336,1084416666.666015630000,-71.896999999997,-73.714000000036
337,1084420000.000000000000,-72.342999999993,-74.087000000058
338,1084423333.333984380000,-72.672999999952,-74.474000000046
339,1084426666.666015620000,-71.633000000031,-73.858000000007
340,1084430000.000000000000,-72.672999999952,-74.692000000039
341,1084433333.333984380000,-71.805999999982,-73.616000000038
342,1084436666.666015620000,-72.173999999999,-74.785000000033
343,1084440000.000000000000,-72.451000000001,-74.054000000004
344,1084443333.333984380000,-72.680000000051,-74.028000000049
345,1084446666.666015620000,-72.021999999997,-73.751000000047
346,1084450000.000000000000,-72.837000000058,-74.359999999986
347,1084453333.333984380000,-71.895000000019,-73.660000000033
348,1084456666.666015620000,-72.853000000003,-74.172999999952
349,1084460000.000000000000,-72.150999999954,-74.072000000044
350,1084463333.333984380000,-72.978000000003,-74.479999999981
351,1084466666.666015620000,-72.322000000044,-74.361999999965
352,1084470000.000000000000,-72.876999999979,-74.814999999944
353,1084473333.333984380000,-72.140000000014,-73.814000000013
354,1084476666.666015620000,-72.329000000027,-73.702999999980
355,1084480000.000000000000,-72.356000000029,-73.851999999955
356,1084483333.333984380000,-72.689000000013,-74.896999999997
357,1084486666.666015620000,-72.846999999951,-74.285999999964
358,1084490000.000000000000,-73.373000000021,-74.673999999999
359,1084493333.333984380000,-72.511000000057,-73.795000000042
360,1084496666.666015620000,-73.209000000032,-74.410000000033
361,1084500000.000000000000,-72.668999999994,-73.601999999955
362,1084503333.333984380000,-72.952000000048,-74.748000000021
363,1084506666.666015620000,-72.917000000016,-73.851000000024
364,1084510000.000000000000,-72.736000000034,-74.349000000046
365,1084513333.333984380000,-72.716000000015,-74.140999999945
366,1084516666.666015620000,-73.385000000009,-74.564999999944
367,1084520000.000000000000,-72.792000000016,-74.015000000014
368,1084523333.333984370000,-73.942000000039,-74.888000000035
369,1084526666.666015620000,-72.954000000027,-73.915999999968
370,1084530000.000000000000,-73.978000000003,-74.025000000023
371,1084533333.333984380000,-73.371999999974,-74.104000000050
372,1084536666.666015620000,-73.160000000033,-74.212000000058
373,1084540000.000000000000,-73.408999999985,-74.327999999980
374,1084543333.333984380000,-73.488999999943,-75.000000000000
375,1084546666.666015620000,-73.981000000029,-74.047000000020
376,1084550000.000000000000,-74.405000000028,-74.116999999969
377,1084553333.333984380000,-73.748000000021,-74.001000000047
378,1084556666.666015620000,-74.126000000047,-74.290000000037
379,1084560000.000000000000,-74.081000000006,-73.974999999977
380,1084563333.333984370000,-73.886000000057,-74.547000000020
381,1084566666.666015620000,-74.244999999995,-73.871000000043
382,1084570000.000000000000,-74.314000000013,-74.390999999945
383,1084573333.333984380000,-74.346000000020,-74.261999999988
384,1084576666.666015620000,-74.851999999955,-74.320999999996
385,1084580000.000000000000,-74.265999999945,-73.849999999977
386,1084583333.333984380000,-74.834999999963,-74.283999999985
387,1084586666.666015630000,-75.067999999970,-73.714999999967
388,1084590000.000000000000,-75.472999999998,-73.876999999979
389,1084593333.333984380000,-74.827999999980,-73.925999999978
390,1084596666.666015620000,-75.893000000040,-74.277000000002
391,1084600000.000000000000,-75.101999999955,-74.402000000002
392,1084603333.333984370000,-75.717999999993,-74.709999999963
393,1084606666.666015620000,-75.322000000044,-73.658999999985
394,1084610000.000000000000,-75.765999999945,-73.611000000034
395,1084613333.333984380000,-74.959999999963,-74.221000000020
396,1084616666.666015620000,-76.089999999967,-74.297999999952
397,1084620000.000000000000,-75.467999999993,-73.895000000019
398,1084623333.333984380000,-76.452000000048,-74.337000000058
399,1084626666.666015630000,-75.939999999944,-73.826000000001
400,1084630000.000000000000,-76.402000000002,-74.346999999951
401,1084633333.333984380000,-76.442000000039,-73.721999999951
402,1084636666.666015620000,-76.797000000020,-74.228000000003
403,1084640000.000000000000,-77.165000000037,-74.111999999965
404,1084643333.333984370000,-77.165999999968,-74.179000000004
405,1084646666.666015620000,-77.670000000042,-73.896999999997
406,1084650000.000000000000,-77.947999999975,-74.513999999966
407,1084653333.333984380000,-77.368000000017,-73.430000000051
408,1084656666.666015620000,-77.685000000056,-73.814999999944
409,1084660000.000000000000,-77.939000000013,-74.261999999988
410,1084663333.333984380000,-78.293999999994,-74.501000000047
411,1084666666.666015630000,-78.525000000023,-73.770999999950
412,1084670000.000000000000,-78.646999999997,-74.354999999981
413,1084673333.333984380000,-78.809000000008,-73.814999999944
414,1084676666.666015620000,-79.591999999946,-73.902000000002
415,1084680000.000000000000,-78.721000000020,-73.917999999947
416,1084683333.333984380000,-79.991999999969,-74.425000000047
417,1084686666.666015620000,-79.265999999945,-73.682999999961
418,1084690000.000000000000,-80.045999999973,-74.334000000032
419,1084693333.333984380000,-79.868000000017,-73.765999999945
420,1084696666.666015620000,-79.929000000004,-74.586000000010
421,1084700000.000000000000,-80.817000000039,-73.633000000031
422,1084703333.333984380000,-80.810999999987,-74.337999999989
423,1084706666.666015630000,-80.903000000049,-73.567999999970
424,1084710000.000000000000,-80.756000000052,-74.128999999957
425,1084713333.333984380000,-81.010000000009,-73.670000000042
426,1084716666.666015620000,-81.538999999990,-73.971000000020
427,1084720000.000000000000,-80.694999999949,-74.239999999991
428,1084723333.333984380000,-81.006999999983,-74.589000000036
429,1084726666.666015620000,-81.403999999980,-74.054000000004
430,1084730000.000000000000,-81.690999999992,-74.145999999950
431,1084733333.333984380000,-80.920999999973,-74.300999999978
432,1084736666.666015620000,-81.322999999975,-75.025999999954
433,1084740000.000000000000,-81.439000000013,-73.812000000034
434,1084743333.333984380000,-81.569999999949,-73.785000000033
435,1084746666.666015630000,-81.356999999960,-74.106999999960
436,1084750000.000000000000,-81.805999999982,-74.576000000001
437,1084753333.333984380000,-80.570999999996,-73.890999999945
438,1084756666.666015620000,-79.846000000020,-74.682000000030
439,1084760000.000000000000,-78.930000000051,-73.915000000037
440,1084763333.333984380000,-77.432000000030,-74.817000000039
441,1084766666.666015620000,-76.699999999953,-74.170000000042
442,1084770000.000000000000,-75.827000000048,-74.905000000028
443,1084773333.333984380000,-75.148999999976,-73.670999999973
444,1084776666.666015620000,-74.371000000043,-74.425000000047
445,1084780000.000000000000,-74.317999999970,-73.645000000019
446,1084783333.333984380000,-73.722999999998,-73.687999999966
447,1084786666.666015620000,-73.219000000041,-73.655999999959
448,1084790000.000000000000,-72.913999999990,-73.679000000004
449,1084793333.333984380000,-72.565999999992,-74.062999999966
450,1084796666.666015620000,-72.390999999945,-74.550000000047
451,1084800000.000000000000,-72.515999999945,-73.993999999948
452,1084803333.333984380000,-73.131000000052,-74.334999999963
453,1084806666.666015620000,-72.243999999948,-74.429000000004
454,1084810000.000000000000,-72.832999999984,-74.329000000027
455,1084813333.333984370000,-71.951000000001,-74.368999999948
456,1084816666.666015620000,-72.488000000012,-75.304000000004
457,1084820000.000000000000,-71.910999999964,-74.498999999953
458,1084823333.333984380000,-72.613999999943,-75.266999999993
459,1084826666.666015620000,-72.173999999999,-74.741999999969
460,1084830000.000000000000,-72.256999999983,-75.466000000015
461,1084833333.333984380000,-72.258000000031,-74.530000000028
462,1084836666.666015620000,-72.695999999996,-74.604000000050
463,1084840000.000000000000,-72.003000000026,-75.375000000000
464,1084843333.333984380000,-72.150999999954,-75.988000000012
465,1084846666.666015620000,-72.403000000049,-75.312000000034
466,1084850000.000000000000,-72.236000000034,-75.582000000053
467,1084853333.333984370000,-71.988999999943,-75.290000000037
468,1084856666.666015620000,-72.484000000055,-75.310000000056
469,1084860000.000000000000,-71.856999999960,-75.736999999965
470,1084863333.333984380000,-72.091000000015,-75.934000000008
471,1084866666.666015620000,-72.187000000034,-75.944000000018
472,1084870000.000000000000,-72.233000000007,-76.032000000007
473,1084873333.333984380000,-72.199000000022,-76.246999999974
474,1084876666.666015620000,-72.670000000042,-76.366000000038
475,1084880000.000000000000,-72.050999999978,-76.625000000000
476,1084883333.333984380000,-72.665999999968,-77.201000000001
477,1084886666.666015620000,-72.052000000025,-76.673999999999
478,1084890000.000000000000,-73.116000000038,-77.010000000009
479,1084893333.333984370000,-72.060999999987,-77.719000000041
480,1084896666.666015620000,-73.153000000049,-77.871999999974
481,1084900000.000000000000,-72.346999999951,-77.758999999962
482,1084903333.333984380000,-72.567000000039,-78.212000000058
483,1084906666.666015620000,-72.771999999997,-78.341000000015
484,1084910000.000000000000,-73.157000000007,-78.535999999964
485,1084913333.333984380000,-73.469000000041,-78.672000000020
486,1084916666.666015630000,-74.398000000045,-79.672999999952
487,1084920000.000000000000,-74.935999999987,-78.993999999948
488,1084923333.333984380000,-75.457999999984,-79.652000000002
489,1084926666.666015620000,-76.437000000034,-79.672000000020
490,1084930000.000000000000,-77.324999999953,-80.096999999951
491,1084933333.333984370000,-78.143000000040,-79.989999999991
492,1084936666.666015620000,-79.187999999966,-80.643999999971
