"BlockSat v2 European Region"
"Start", 1.082300000000000E+0009
"Stop", 1.086300000000000E+0009
"Points",601
"Point","X-Axis (Hz)","West of Telstar 11N (wrong sat) (dBm)","Telstar 11N (dBm)"
77,1082806666.666015630000,-80.702999999980,-79.562000000034
78,1082813333.333984380000,-81.467999999993,-80.456000000006
79,1082820000.000000000000,-79.788999999990,-79.518999999971
80,1082826666.666015620000,-80.540000000037,-80.707999999984
81,1082833333.333984380000,-79.295999999973,-79.902000000002
82,1082840000.000000000000,-79.846999999951,-80.092999999993
83,1082846666.666015630000,-78.302000000025,-80.356000000029
84,1082853333.333984380000,-78.535999999964,-81.055000000051
85,1082860000.000000000000,-77.643000000040,-79.996999999974
86,1082866666.666015620000,-77.001999999979,-81.089000000036
87,1082873333.333984380000,-76.555999999982,-79.912999999942
88,1082880000.000000000000,-77.366999999969,-81.513999999966
89,1082886666.666015630000,-76.126000000047,-80.646999999997
90,1082893333.333984380000,-76.680000000051,-81.337000000058
91,1082900000.000000000000,-75.545999999973,-80.750000000000
92,1082906666.666015620000,-76.035999999964,-81.662999999942
93,1082913333.333984380000,-74.988000000012,-80.915000000037
94,1082920000.000000000000,-74.621000000043,-82.000000000000
95,1082926666.666015620000,-74.435999999987,-80.917999999947
96,1082933333.333984380000,-74.954999999958,-82.270000000019
97,1082940000.000000000000,-73.966000000015,-81.341000000015
98,1082946666.666015620000,-74.567000000039,-82.241000000038
99,1082953333.333984370000,-73.773000000045,-81.344000000041
100,1082960000.000000000000,-74.263000000035,-82.187999999966
101,1082966666.666015620000,-73.422000000020,-81.317000000039
102,1082973333.333984380000,-73.758000000031,-82.853000000003
103,1082980000.000000000000,-73.160999999964,-81.694999999949
104,1082986666.666015620000,-73.827000000048,-81.711000000010
105,1082993333.333984370000,-72.787000000011,-82.076000000001
106,1083000000.000000000000,-73.635000000009,-82.677000000025
107,1083006666.666015620000,-72.875000000000,-81.940999999992
108,1083013333.333984380000,-73.327000000048,-82.972999999998
109,1083020000.000000000000,-72.743999999948,-82.297999999952
110,1083026666.666015620000,-73.444999999949,-82.930000000051
111,1083033333.333984370000,-72.417000000016,-82.160000000033
112,1083040000.000000000000,-72.934000000008,-82.628000000026
113,1083046666.666015620000,-72.055000000051,-82.170999999973
114,1083053333.333984380000,-73.248000000021,-83.430000000051
115,1083060000.000000000000,-72.300000000047,-82.309000000008
116,1083066666.666015620000,-72.650999999954,-83.265000000014
117,1083073333.333984370000,-71.766999999993,-82.533000000054
118,1083080000.000000000000,-73.057000000030,-83.194999999949
119,1083086666.666015620000,-72.270999999950,-82.930999999982
120,1083093333.333984380000,-73.043999999994,-83.437999999966
121,1083100000.000000000000,-72.067999999970,-82.599999999977
122,1083106666.666015620000,-72.930000000051,-83.275000000023
123,1083113333.333984370000,-72.143999999971,-82.827999999980
124,1083120000.000000000000,-73.060000000056,-83.966999999946
125,1083126666.666015620000,-72.145999999950,-83.010000000009
126,1083133333.333984380000,-72.564000000013,-83.763000000035
127,1083140000.000000000000,-71.930999999982,-82.966000000015
128,1083146666.666015620000,-72.212999999989,-83.611999999965
129,1083153333.333984380000,-72.170000000042,-82.832999999984
130,1083160000.000000000000,-73.037000000011,-83.744999999995
131,1083166666.666015620000,-72.140999999945,-82.957000000053
132,1083173333.333984380000,-73.074999999953,-83.721000000020
133,1083180000.000000000000,-72.057000000030,-82.530000000028
134,1083186666.666015620000,-73.065999999992,-83.601000000024
135,1083193333.333984380000,-72.351999999955,-83.074999999953
136,1083200000.000000000000,-73.506999999983,-83.596999999951
137,1083206666.666015620000,-72.493999999948,-82.684000000008
138,1083213333.333984380000,-72.876999999979,-84.128999999957
139,1083220000.000000000000,-71.991999999969,-83.069999999949
140,1083226666.666015620000,-72.998000000021,-83.920000000042
141,1083233333.333984380000,-72.138999999966,-83.025000000023
142,1083240000.000000000000,-73.128000000026,-83.756000000052
143,1083246666.666015620000,-72.197999999975,-83.116999999969
144,1083253333.333984380000,-73.258000000031,-83.670999999973
145,1083260000.000000000000,-72.177999999956,-82.984999999986
146,1083266666.666015620000,-73.175999999978,-83.979999999981
147,1083273333.333984380000,-72.209999999963,-83.153000000049
148,1083280000.000000000000,-73.206000000006,-84.076000000001
149,1083286666.666015620000,-72.062000000034,-82.824000000022
150,1083293333.333984380000,-73.055000000051,-83.386999999988
151,1083300000.000000000000,-72.405999999959,-82.793999999994
152,1083306666.666015620000,-72.795000000042,-84.052999999956
153,1083313333.333984380000,-72.408000000054,-82.930000000051
154,1083320000.000000000000,-73.133000000031,-83.807999999961
155,1083326666.666015620000,-72.481999999960,-83.125000000000
156,1083333333.333984380000,-73.082999999984,-83.976000000024
157,1083340000.000000000000,-72.219999999972,-83.081000000006
158,1083346666.666015630000,-73.226999999955,-83.868999999948
159,1083353333.333984380000,-72.395000000019,-83.177999999956
160,1083360000.000000000000,-72.966000000015,-83.959999999963
161,1083366666.666015620000,-72.152000000002,-83.273999999976
162,1083373333.333984380000,-73.275000000023,-83.444999999949
163,1083380000.000000000000,-72.064000000013,-82.858000000007
164,1083386666.666015630000,-73.226999999955,-83.625000000000
165,1083393333.333984380000,-72.611999999965,-82.800999999978
166,1083400000.000000000000,-73.057000000030,-84.011999999988
167,1083406666.666015620000,-72.329999999958,-83.160000000033
168,1083413333.333984380000,-73.125000000000,-83.802999999956
169,1083420000.000000000000,-72.361999999965,-82.937000000034
170,1083426666.666015630000,-73.011000000057,-83.694999999949
171,1083433333.333984380000,-72.312000000034,-83.006000000052
172,1083440000.000000000000,-72.910999999964,-83.822999999975
173,1083446666.666015620000,-72.359000000055,-83.008999999962
174,1083453333.333984380000,-72.839999999967,-83.655000000028
175,1083460000.000000000000,-72.021999999997,-82.694999999949
176,1083466666.666015630000,-73.076000000001,-83.427000000025
177,1083473333.333984380000,-72.327000000048,-82.915999999968
178,1083480000.000000000000,-73.106999999960,-83.528999999980
179,1083486666.666015620000,-72.336000000010,-82.819999999949
180,1083493333.333984380000,-73.055999999982,-83.810000000056
181,1083500000.000000000000,-71.974000000046,-82.966999999946
182,1083506666.666015630000,-72.765000000014,-83.704000000027
183,1083513333.333984380000,-72.141999999993,-83.072000000044
184,1083520000.000000000000,-72.271999999997,-83.530000000028
185,1083526666.666015620000,-72.425999999978,-82.815999999992
186,1083533333.333984380000,-72.915000000037,-82.962000000058
187,1083540000.000000000000,-71.942999999970,-83.121999999974
188,1083546666.666015620000,-72.638999999966,-83.565999999992
189,1083553333.333984380000,-71.827000000048,-82.834000000032
190,1083560000.000000000000,-72.116000000038,-83.537000000011
191,1083566666.666015620000,-72.498999999953,-82.635000000009
192,1083573333.333984370000,-72.709999999963,-82.910000000033
193,1083580000.000000000000,-72.119999999995,-83.141999999993
194,1083586666.666015620000,-73.484999999986,-83.824999999953
195,1083593333.333984380000,-72.285999999964,-82.959000000032
196,1083600000.000000000000,-72.589999999967,-83.716000000015
197,1083606666.666015620000,-72.246000000043,-82.885000000009
198,1083613333.333984370000,-73.114999999991,-83.577000000048
199,1083620000.000000000000,-72.351000000024,-82.479000000050
200,1083626666.666015620000,-73.165999999968,-83.353000000003
201,1083633333.333984380000,-72.273000000045,-82.412000000011
202,1083640000.000000000000,-73.339999999967,-83.577000000048
203,1083646666.666015620000,-72.167000000016,-82.643000000040
204,1083653333.333984370000,-73.050999999978,-83.396999999997
205,1083660000.000000000000,-72.033000000054,-82.765000000014
206,1083666666.666015620000,-72.996999999974,-83.400999999954
207,1083673333.333984380000,-72.028000000049,-82.582999999984
208,1083680000.000000000000,-72.726000000024,-82.881999999983
209,1083686666.666015620000,-71.886000000057,-82.878999999957
210,1083693333.333984370000,-72.675999999978,-83.805999999982
211,1083700000.000000000000,-71.822999999975,-82.859999999986
212,1083706666.666015620000,-72.998999999953,-84.047999999952
213,1083713333.333984380000,-71.966999999946,-83.043999999994
214,1083720000.000000000000,-72.273000000045,-83.182999999961
215,1083726666.666015620000,-72.270000000019,-82.819999999949
216,1083733333.333984370000,-72.841000000015,-83.758000000031
217,1083740000.000000000000,-71.979000000050,-82.962000000058
218,1083746666.666015620000,-73.062000000034,-83.652000000002
219,1083753333.333984380000,-71.976999999955,-82.861999999965
220,1083760000.000000000000,-72.778999999980,-84.263000000035
221,1083766666.666015620000,-71.868000000017,-82.728000000003
222,1083773333.333984380000,-73.099999999977,-83.474000000046
223,1083780000.000000000000,-72.420999999973,-82.618000000017
224,1083786666.666015620000,-73.221999999951,-83.373000000021
225,1083793333.333984380000,-72.111999999965,-82.317000000039
226,1083800000.000000000000,-73.087999999989,-83.236000000034
227,1083806666.666015620000,-71.755000000005,-81.260000000009
228,1083813333.333984380000,-73.054000000004,-81.599999999977
229,1083820000.000000000000,-72.157000000007,-80.564999999944
230,1083826666.666015620000,-72.753999999957,-79.596999999951
231,1083833333.333984380000,-71.944999999949,-79.354000000050
232,1083840000.000000000000,-72.798999999999,-79.917000000016
233,1083846666.666015620000,-71.875000000000,-78.290999999968
234,1083853333.333984380000,-73.010000000009,-77.986000000034
235,1083860000.000000000000,-72.167000000016,-77.643000000040
236,1083866666.666015620000,-72.042000000016,-78.123999999953
237,1083873333.333984380000,-72.297999999952,-76.094000000041
238,1083880000.000000000000,-72.957999999984,-76.869999999995
239,1083886666.666015620000,-72.030999999959,-76.101000000024
240,1083893333.333984380000,-72.900999999954,-76.574000000022
241,1083900000.000000000000,-72.072000000044,-75.361999999965
242,1083906666.666015620000,-72.871000000043,-76.170999999973
243,1083913333.333984380000,-71.922000000020,-75.422000000020
244,1083920000.000000000000,-72.709999999963,-76.162000000011
245,1083926666.666015620000,-71.967999999993,-74.361000000034
246,1083933333.333984380000,-72.913999999990,-75.123999999953
247,1083940000.000000000000,-72.054000000004,-74.368999999948
248,1083946666.666015620000,-72.974000000046,-75.035999999964
249,1083953333.333984380000,-72.113999999943,-73.991999999969
250,1083960000.000000000000,-72.805999999982,-75.114999999991
251,1083966666.666015630000,-72.060000000056,-74.192000000039
252,1083973333.333984380000,-72.886000000057,-74.780000000028
253,1083980000.000000000000,-72.123999999953,-74.099000000046
254,1083986666.666015620000,-72.626000000047,-74.832999999984
255,1083993333.333984380000,-71.910999999964,-73.883999999962
256,1084000000.000000000000,-72.704000000027,-74.775000000023
257,1084006666.666015630000,-72.000000000000,-73.645999999950
258,1084013333.333984380000,-73.217999999993,-74.709999999963
259,1084020000.000000000000,-71.942999999970,-73.891999999993
260,1084026666.666015620000,-72.729999999981,-74.748000000021
261,1084033333.333984380000,-72.069000000018,-73.935999999987
262,1084040000.000000000000,-73.300999999978,-74.621999999974
263,1084046666.666015630000,-72.180999999982,-73.619999999995
264,1084053333.333984380000,-72.863999999943,-74.572000000044
265,1084060000.000000000000,-72.165000000037,-73.643000000040
266,1084066666.666015620000,-73.136999999988,-74.810999999987
267,1084073333.333984380000,-72.293999999994,-74.018000000040
268,1084080000.000000000000,-73.195999999996,-74.805000000051
269,1084086666.666015630000,-72.290999999968,-73.929000000004
270,1084093333.333984380000,-72.488999999943,-74.707000000053
271,1084100000.000000000000,-71.858000000007,-73.910999999964
272,1084106666.666015620000,-72.712999999989,-74.758000000031
273,1084113333.333984380000,-72.023999999976,-73.920999999973
274,1084120000.000000000000,-72.819999999949,-74.023999999976
275,1084126666.666015630000,-72.141999999993,-73.805999999982
276,1084133333.333984380000,-72.878999999957,-73.876000000047
277,1084140000.000000000000,-72.157000000007,-74.118999999948
278,1084146666.666015620000,-72.675999999978,-74.506000000052
279,1084153333.333984380000,-72.464000000036,-73.993999999948
280,1084160000.000000000000,-73.037999999942,-74.942000000039
281,1084166666.666015620000,-72.346999999951,-73.918999999994
282,1084173333.333984380000,-72.898000000045,-74.045000000042
283,1084180000.000000000000,-72.361000000034,-74.222999999998
284,1084186666.666015620000,-73.077000000048,-74.765999999945
285,1084193333.333984370000,-72.229999999981,-73.726000000024
286,1084200000.000000000000,-73.366000000038,-74.836000000010
287,1084206666.666015620000,-72.211000000010,-73.903000000049
288,1084213333.333984380000,-73.103000000003,-74.326000000001
289,1084220000.000000000000,-72.165000000037,-73.648999999976
290,1084226666.666015620000,-73.025999999954,-74.429000000004
291,1084233333.333984370000,-72.111999999965,-73.844999999972
292,1084240000.000000000000,-73.202999999980,-74.739999999991
293,1084246666.666015620000,-72.140999999945,-73.967999999993
294,1084253333.333984380000,-73.153000000049,-74.337999999989
295,1084260000.000000000000,-72.094000000041,-73.662999999942
296,1084266666.666015620000,-72.923999999999,-74.854999999981
297,1084273333.333984370000,-72.251999999979,-73.788999999990
298,1084280000.000000000000,-73.119999999995,-74.611000000034
299,1084286666.666015620000,-72.278000000049,-73.689999999944
300,1084293333.333984380000,-73.011000000057,-73.746999999974
301,1084300000.000000000000,-71.996000000043,-73.660999999964
302,1084306666.666015620000,-72.942000000039,-74.917000000016
303,1084313333.333984370000,-72.055000000051,-73.560000000056
304,1084320000.000000000000,-72.971999999951,-74.962999999989
305,1084326666.666015620000,-72.238000000012,-73.736000000034
306,1084333333.333984380000,-73.008000000031,-74.783999999985
307,1084340000.000000000000,-71.976000000024,-73.964999999967
308,1084346666.666015620000,-72.829000000027,-74.525000000023
309,1084353333.333984370000,-71.984999999986,-73.689999999944
310,1084360000.000000000000,-72.537999999942,-74.734999999986
311,1084366666.666015620000,-71.895999999950,-74.089000000036
312,1084373333.333984380000,-72.959999999963,-74.582999999984
313,1084380000.000000000000,-72.023000000045,-73.591999999946
314,1084386666.666015620000,-72.797000000020,-74.964000000036
315,1084393333.333984380000,-71.944000000018,-73.881999999983
316,1084400000.000000000000,-72.650999999954,-74.753000000026
317,1084406666.666015620000,-71.998000000021,-74.008000000031
318,1084413333.333984380000,-72.633000000031,-74.986000000034
319,1084420000.000000000000,-71.961000000010,-74.226999999955
320,1084426666.666015620000,-72.229000000050,-74.858000000007
321,1084433333.333984380000,-72.172999999952,-73.878999999957
322,1084440000.000000000000,-72.836000000010,-75.109000000055
323,1084446666.666015620000,-72.175999999978,-74.101999999955
324,1084453333.333984380000,-72.726999999955,-74.826000000001
325,1084460000.000000000000,-72.077000000048,-73.783999999985
326,1084466666.666015620000,-73.067999999970,-74.748999999953
327,1084473333.333984380000,-72.236000000034,-73.668999999994
328,1084480000.000000000000,-73.121000000043,-74.582000000053
329,1084486666.666015620000,-72.184000000008,-73.672000000020
330,1084493333.333984380000,-73.582000000053,-74.729000000050
331,1084500000.000000000000,-72.751000000047,-74.038999999990
332,1084506666.666015620000,-73.310000000056,-74.729000000050
333,1084513333.333984380000,-72.689000000013,-73.701000000001
334,1084520000.000000000000,-73.025999999954,-73.724000000046
335,1084526666.666015620000,-73.469000000041,-73.846999999951
336,1084533333.333984380000,-73.793999999994,-74.560000000056
337,1084540000.000000000000,-73.170000000042,-73.684000000008
338,1084546666.666015620000,-74.283000000054,-74.645999999950
339,1084553333.333984380000,-73.559000000008,-73.866999999969
340,1084560000.000000000000,-73.626000000047,-74.537000000011
341,1084566666.666015620000,-74.099000000046,-73.646999999997
342,1084573333.333984380000,-74.030000000028,-74.817999999970
343,1084580000.000000000000,-74.386000000057,-73.792000000016
344,1084586666.666015630000,-74.435000000056,-74.481999999960
345,1084593333.333984380000,-74.797000000020,-73.878000000026
346,1084600000.000000000000,-75.270000000019,-73.804000000004
347,1084606666.666015620000,-74.994999999995,-73.761000000057
348,1084613333.333984380000,-75.373000000021,-74.405999999959
349,1084620000.000000000000,-75.699999999953,-73.768999999971
350,1084626666.666015630000,-75.783000000054,-74.508999999962
351,1084633333.333984380000,-76.153000000049,-73.896999999997
352,1084640000.000000000000,-77.168999999994,-74.886999999988
353,1084646666.666015620000,-76.489999999991,-73.966000000015
354,1084653333.333984380000,-78.118999999948,-74.788999999990
355,1084660000.000000000000,-77.123999999953,-73.957999999984
356,1084666666.666015630000,-78.883999999962,-74.390000000014
357,1084673333.333984380000,-77.905000000028,-73.684000000008
358,1084680000.000000000000,-78.623999999953,-74.346999999951
359,1084686666.666015620000,-79.130000000005,-73.623000000021
360,1084693333.333984380000,-80.658000000054,-74.687000000034
361,1084700000.000000000000,-79.839999999967,-73.712000000058
362,1084706666.666015630000,-80.415999999968,-74.449999999953
363,1084713333.333984380000,-80.643000000040,-73.795999999973
364,1084720000.000000000000,-80.979999999981,-74.162000000011
365,1084726666.666015620000,-81.422000000020,-73.913999999990
366,1084733333.333984380000,-81.920999999973,-74.277000000002
367,1084740000.000000000000,-81.236000000034,-74.082000000053
368,1084746666.666015630000,-81.942999999970,-74.496999999974
369,1084753333.333984380000,-80.923999999999,-73.849999999977
370,1084760000.000000000000,-81.214999999967,-74.503999999957
371,1084766666.666015620000,-77.621999999974,-73.939000000013
372,1084773333.333984380000,-75.966000000015,-74.886999999988
373,1084780000.000000000000,-73.971999999951,-73.880000000005
374,1084786666.666015620000,-73.363000000012,-74.354000000050
375,1084793333.333984380000,-72.773000000045,-73.797000000020
376,1084800000.000000000000,-73.376000000047,-74.886999999988
377,1084806666.666015620000,-72.288999999990,-74.216000000015
378,1084813333.333984370000,-72.380000000005,-74.959000000032
379,1084820000.000000000000,-72.207999999984,-74.452000000048
380,1084826666.666015620000,-72.856000000029,-75.407000000007
381,1084833333.333984380000,-72.216000000015,-74.714999999967
382,1084840000.000000000000,-73.162999999942,-75.011999999988
383,1084846666.666015620000,-72.516999999993,-75.246999999974
384,1084853333.333984370000,-73.285999999964,-76.234000000055
385,1084860000.000000000000,-72.380000000005,-75.332000000053
386,1084866666.666015620000,-73.263000000035,-75.488999999943
387,1084873333.333984380000,-72.501000000047,-76.623999999953
388,1084880000.000000000000,-73.256000000052,-77.400999999954
389,1084886666.666015620000,-72.506000000052,-76.812999999966
390,1084893333.333984370000,-73.408000000054,-78.562000000034
391,1084900000.000000000000,-72.319999999949,-77.366000000038
392,1084906666.666015620000,-73.697999999975,-78.506999999983
393,1084913333.333984380000,-72.932000000030,-78.834999999963
394,1084920000.000000000000,-73.927000000025,-79.461000000010
395,1084926666.666015620000,-75.006999999983,-80.138000000035
396,1084933333.333984370000,-76.302000000025,-80.427999999956
397,1084940000.000000000000,-78.478000000003,-80.915999999968
398,1084946666.666015620000,-81.369999999995,-81.412999999942
399,1084953333.333984380000,-80.692999999970,-81.959000000032
400,1084960000.000000000000,-82.025000000023,-83.263000000035
401,1084966666.666015620000,-81.089999999967,-82.417999999947
402,1084973333.333984370000,-82.192000000039,-83.344999999972
403,1084980000.000000000000,-81.363999999943,-82.185000000056
404,1084986666.666015620000,-82.126999999979,-82.410000000033
405,1084993333.333984380000,-81.484000000055,-80.702999999980
406,1085000000.000000000000,-81.939999999944,-81.094999999972
407,1085006666.666015620000,-81.209999999963,-79.875000000000
408,1085013333.333984380000,-81.743000000017,-80.346000000020
409,1085020000.000000000000,-81.114999999991,-78.542999999947
410,1085026666.666015620000,-81.929000000004,-79.501000000047
411,1085033333.333984380000,-80.814999999944,-77.954999999958
412,1085040000.000000000000,-80.898999999976,-78.721000000020
413,1085046666.666015620000,-75.451000000001,-77.501999999979
414,1085053333.333984380000,-73.130000000005,-78.258999999962
415,1085060000.000000000000,-73.118999999948,-77.621000000043
416,1085066666.666015620000,-73.920999999973,-77.839000000036
417,1085073333.333984380000,-72.787000000011,-77.505000000005
418,1085080000.000000000000,-73.383000000031,-78.106000000029
419,1085086666.666015620000,-72.716999999946,-77.476000000024
420,1085093333.333984380000,-73.552999999956,-78.368000000017
421,1085100000.000000000000,-72.793999999994,-77.564999999944
422,1085106666.666015620000,-73.699999999953,-78.302000000025
423,1085113333.333984380000,-72.751000000047,-77.503999999957
424,1085120000.000000000000,-73.886000000057,-78.256999999983
425,1085126666.666015620000,-75.819000000018,-77.368000000017
426,1085133333.333984380000,-78.804000000004,-77.940999999992
427,1085140000.000000000000,-80.945999999996,-77.444999999949
428,1085146666.666015620000,-81.812999999966,-78.410000000033
429,1085153333.333984380000,-81.076000000001,-77.467999999993
430,1085160000.000000000000,-81.707999999984,-77.932000000030
431,1085166666.666015620000,-80.976999999955,-77.167999999947
432,1085173333.333984380000,-81.601000000024,-78.167000000016
433,1085180000.000000000000,-80.868999999948,-77.523000000045
434,1085186666.666015620000,-81.903000000049,-78.332000000053
435,1085193333.333984380000,-81.096000000020,-77.136999999988
436,1085200000.000000000000,-82.172000000020,-77.962000000058
437,1085206666.666015630000,-81.074000000022,-77.211000000010
438,1085213333.333984380000,-82.052000000025,-77.761999999988
439,1085220000.000000000000,-80.569000000018,-77.096000000020
440,1085226666.666015620000,-81.741999999969,-78.185000000056
441,1085233333.333984380000,-81.089000000036,-77.484999999986
442,1085240000.000000000000,-81.616000000038,-77.393000000040
443,1085246666.666015630000,-80.859999999986,-77.655000000028
444,1085253333.333984380000,-81.741999999969,-78.564000000013
445,1085260000.000000000000,-80.861999999965,-77.508000000031
446,1085266666.666015620000,-81.672999999952,-78.185000000056
447,1085273333.333984380000,-80.761999999988,-77.554000000004
448,1085280000.000000000000,-81.706000000006,-78.618000000017
449,1085286666.666015630000,-80.934000000008,-77.783999999985
450,1085293333.333984380000,-81.511000000057,-78.437999999966
451,1085300000.000000000000,-80.883000000031,-77.390999999945
452,1085306666.666015620000,-81.631000000052,-77.883000000031
453,1085313333.333984380000,-80.859000000055,-77.224000000046
454,1085320000.000000000000,-82.077000000048,-77.292999999947
455,1085326666.666015630000,-81.025000000023,-77.398000000045
456,1085333333.333984380000,-81.780999999959,-77.506000000052
457,1085340000.000000000000,-80.793999999994,-77.456000000006
458,1085346666.666015620000,-81.702999999980,-78.261000000057
459,1085353333.333984380000,-80.902000000002,-77.464999999967
460,1085360000.000000000000,-81.576000000001,-78.329999999958
461,1085366666.666015620000,-80.807000000030,-77.584000000032
462,1085373333.333984380000,-81.082000000053,-78.111000000034
463,1085380000.000000000000,-81.187999999966,-77.170000000042
464,1085386666.666015620000,-81.763000000035,-77.462000000058
465,1085393333.333984380000,-81.130000000005,-77.675999999978
466,1085400000.000000000000,-82.140000000014,-78.557000000030
467,1085406666.666015620000,-81.118999999948,-77.655999999959
468,1085413333.333984380000,-81.925000000047,-78.097999999998
469,1085420000.000000000000,-81.028999999980,-78.496999999974
470,1085426666.666015620000,-81.621999999974,-79.077000000048
471,1085433333.333984370000,-80.793999999994,-79.829000000027
472,1085440000.000000000000,-80.770999999950,-80.533000000054
473,1085446666.666015620000,-81.464999999967,-81.337999999989
474,1085453333.333984380000,-81.219000000041,-81.498000000021
475,1085460000.000000000000,-80.701000000001,-82.082000000053
476,1085466666.666015620000,-81.753999999957,-83.167000000016
477,1085473333.333984370000,-80.802999999956,-82.530999999959
478,1085480000.000000000000,-81.743999999948,-83.883999999962
479,1085486666.666015620000,-80.996000000043,-83.033999999985
480,1085493333.333984380000,-81.618999999948,-83.506999999983
481,1085500000.000000000000,-80.853000000003,-82.758000000031
482,1085506666.666015620000,-81.640999999945,-83.692999999970
483,1085513333.333984370000,-80.944999999949,-83.121000000043
484,1085520000.000000000000,-82.025000000023,-83.668999999994
485,1085526666.666015620000,-80.961000000010,-82.650999999954
486,1085533333.333984380000,-82.192999999970,-83.440999999992
487,1085540000.000000000000,-80.812000000034,-82.836000000010
488,1085546666.666015620000,-81.844999999972,-83.545000000042
489,1085553333.333984370000,-80.974999999977,-82.834000000032
490,1085560000.000000000000,-81.900999999954,-83.479999999981
491,1085566666.666015620000,-81.084999999963,-82.854000000050
492,1085573333.333984380000,-81.101000000024,-82.766999999993
