"SoftPlot +Plus+ Measurement Management Software"
"Start", 1.064020000000000E+0009
"Stop", 1.068020000000000E+0009
"Points",601
"Point","X-Axis (Hz)","Satellite - east of Telstar 11N (dBm)","Telstar 11N (dBm)"
216,1065453333.333007812000,-76.282000000007,-76.288999999990
217,1065460000.000000000000,-76.346999999951,-76.185000000056
218,1065466666.666992188000,-76.552999999956,-76.202999999980
219,1065473333.333007812000,-76.500000000000,-76.248999999953
220,1065480000.000000000000,-76.548999999999,-76.158999999985
221,1065486666.666992188000,-76.785000000033,-76.228000000003
222,1065493333.333007812000,-76.694000000018,-76.337999999989
223,1065500000.000000000000,-76.704999999958,-76.197999999975
224,1065506666.666992187000,-76.611999999965,-76.236999999965
225,1065513333.333007813000,-76.756000000052,-76.354999999981
226,1065520000.000000000000,-76.650999999954,-76.204999999958
227,1065526666.666992188000,-76.525999999954,-76.224999999977
228,1065533333.333007812000,-76.496000000043,-76.280999999959
229,1065540000.000000000000,-76.283000000054,-76.283000000054
230,1065546666.666992188000,-76.189999999944,-76.300000000047
231,1065553333.333007812000,-75.574000000022,-76.334000000032
232,1065560000.000000000000,-75.616999999969,-76.290999999968
233,1065566666.666992188000,-73.856999999960,-76.229000000050
234,1065573333.333007812000,-73.054000000004,-76.253000000026
235,1065580000.000000000000,-72.275000000023,-76.136999999988
236,1065586666.666992188000,-71.417000000016,-76.064000000013
237,1065593333.333007812000,-70.638000000035,-76.062999999966
238,1065600000.000000000000,-70.020000000019,-76.287000000011
239,1065606666.666992187000,-69.537000000011,-76.074000000022
240,1065613333.333007812000,-68.875000000000,-76.167000000016
241,1065620000.000000000000,-68.263999999966,-76.337999999989
242,1065626666.666992188000,-67.984000000055,-76.101999999955
243,1065633333.333007812000,-67.748000000021,-76.011999999988
244,1065640000.000000000000,-67.442000000039,-76.094000000041
245,1065646666.666992188000,-67.337999999989,-76.342999999993
246,1065653333.333007812000,-67.261000000057,-76.322000000044
247,1065660000.000000000000,-67.445999999996,-76.175000000047
248,1065666666.666992188000,-67.368000000017,-76.121999999974
249,1065673333.333007812000,-67.280000000028,-75.920999999973
250,1065680000.000000000000,-67.251999999979,-75.944000000018
251,1065686666.666992188000,-67.275999999954,-75.898000000045
252,1065693333.333007812000,-67.221999999951,-75.966999999946
253,1065700000.000000000000,-67.182999999961,-76.064000000013
254,1065706666.666992187000,-67.150000000023,-75.979999999981
255,1065713333.333007812000,-67.266999999993,-76.069999999949
256,1065720000.000000000000,-67.202999999980,-76.136999999988
257,1065726666.666992188000,-67.231999999960,-76.162000000011
258,1065733333.333007812000,-67.322000000044,-76.097999999998
259,1065740000.000000000000,-67.238999999943,-76.054000000004
260,1065746666.666992188000,-67.292999999947,-75.885000000009
261,1065753333.333007812000,-67.108000000007,-75.962999999989
262,1065760000.000000000000,-67.160999999964,-76.135000000009
263,1065766666.666992188000,-67.150999999954,-76.233000000007
264,1065773333.333007812000,-67.177999999956,-76.121999999974
265,1065780000.000000000000,-67.096999999951,-76.116000000038
266,1065786666.666992188000,-67.118999999948,-76.182999999961
267,1065793333.333007812000,-67.170999999973,-76.192999999970
268,1065800000.000000000000,-67.116000000038,-76.050999999978
269,1065806666.666992187000,-67.133000000031,-76.050999999978
270,1065813333.333007812000,-67.211000000010,-76.086000000010
271,1065820000.000000000000,-67.165999999968,-76.003999999957
272,1065826666.666992188000,-67.305999999982,-76.015999999945
273,1065833333.333007812000,-67.324999999953,-75.788999999990
274,1065840000.000000000000,-67.339000000036,-75.760000000009
275,1065846666.666992188000,-67.263999999966,-75.765000000014
276,1065853333.333007812000,-67.290999999968,-75.670999999973
277,1065860000.000000000000,-67.442999999970,-75.361999999965
278,1065866666.666992188000,-67.601000000024,-75.146999999997
279,1065873333.333007813000,-67.915000000037,-74.756000000052
280,1065880000.000000000000,-67.937999999966,-74.891999999993
281,1065886666.666992188000,-68.287999999942,-73.680000000051
282,1065893333.333007812000,-68.814000000013,-73.234999999986
283,1065900000.000000000000,-69.263999999966,-72.224999999977
284,1065906666.666992188000,-69.608000000007,-71.467999999993
285,1065913333.333007812000,-70.258999999962,-70.567999999970
286,1065920000.000000000000,-71.152000000002,-70.192000000039
287,1065926666.666992188000,-71.949999999953,-69.660999999964
288,1065933333.333007812000,-72.721999999951,-69.229999999981
289,1065940000.000000000000,-73.631000000052,-68.903999999980
290,1065946666.666992188000,-74.457000000053,-68.496999999974
291,1065953333.333007812000,-75.062999999966,-68.378000000026
292,1065960000.000000000000,-75.621999999974,-68.395000000019
293,1065966666.666992188000,-75.979000000050,-68.489999999991
294,1065973333.333007813000,-76.371999999974,-68.378000000026
295,1065980000.000000000000,-76.542000000016,-68.403999999980
296,1065986666.666992188000,-76.587999999989,-68.449999999953
297,1065993333.333007812000,-76.555999999982,-68.469000000041
298,1066000000.000000000000,-76.587000000058,-68.478000000003
299,1066006666.666992188000,-76.652000000002,-68.574999999953
300,1066013333.333007812000,-76.738000000012,-68.822999999975
301,1066020000.000000000000,-76.756000000052,-69.094999999972
302,1066026666.666992188000,-76.633000000031,-69.295999999973
303,1066033333.333007812000,-76.552999999956,-69.369999999995
304,1066040000.000000000000,-76.518000000040,-69.261000000057
305,1066046666.666992188000,-76.084000000032,-69.069999999949
306,1066053333.333007812000,-75.795999999973,-68.721999999951
307,1066060000.000000000000,-75.366999999969,-68.609000000055
308,1066066666.666992188000,-75.390000000014,-68.349000000046
309,1066073333.333007813000,-73.783999999985,-68.258000000031
310,1066080000.000000000000,-73.270999999950,-68.207999999984
311,1066086666.666992188000,-72.557999999961,-68.116000000038
312,1066093333.333007812000,-71.711000000010,-68.143999999971
313,1066100000.000000000000,-71.152000000002,-68.035999999964
314,1066106666.666992188000,-70.515000000014,-68.258999999962
315,1066113333.333007812000,-70.001999999979,-68.351999999955
316,1066120000.000000000000,-69.724000000046,-68.467999999993
317,1066126666.666992188000,-69.415999999968,-68.572000000044
318,1066133333.333007812000,-69.168999999994,-69.045000000042
319,1066140000.000000000000,-68.917000000016,-69.500000000000
320,1066146666.666992188000,-68.878999999957,-69.814000000013
321,1066153333.333007812000,-68.599000000046,-70.246999999974
322,1066160000.000000000000,-68.494999999995,-71.241000000038
323,1066166666.666992187000,-68.459000000032,-71.854000000050
324,1066173333.333007813000,-68.462000000058,-72.614999999991
325,1066180000.000000000000,-68.582999999984,-72.969000000041
326,1066186666.666992188000,-68.466000000015,-73.359000000055
327,1066193333.333007812000,-68.351999999955,-73.657000000007
328,1066200000.000000000000,-68.285999999964,-73.511999999988
329,1066206666.666992188000,-68.336000000010,-73.364999999991
330,1066213333.333007812000,-68.385000000009,-73.162000000011
331,1066220000.000000000000,-68.376000000047,-72.883999999962
332,1066226666.666992188000,-68.452999999980,-72.939000000013
333,1066233333.333007812000,-68.359999999986,-72.172000000020
334,1066240000.000000000000,-68.525000000023,-71.881999999983
335,1066246666.666992188000,-68.542999999947,-71.675999999978
336,1066253333.333007812000,-68.572000000044,-71.751999999979
337,1066260000.000000000000,-68.726000000024,-71.314999999944
338,1066266666.666992187000,-68.586000000010,-71.160000000033
339,1066273333.333007813000,-68.635000000009,-71.052000000025
340,1066280000.000000000000,-68.655000000028,-71.050999999978
341,1066286666.666992188000,-68.601999999955,-70.866000000038
342,1066293333.333007812000,-68.704000000027,-70.658000000054
343,1066300000.000000000000,-68.761999999988,-70.552999999956
344,1066306666.666992188000,-68.738999999943,-71.677000000025
345,1066313333.333007812000,-68.535999999964,-71.013000000035
346,1066320000.000000000000,-68.489999999991,-71.037999999942
347,1066326666.666992188000,-68.496000000043,-71.060000000056
348,1066333333.333007812000,-68.483000000007,-70.846999999951
349,1066340000.000000000000,-68.560999999987,-70.768999999971
350,1066346666.666992188000,-68.540999999968,-70.572000000044
351,1066353333.333007812000,-68.601000000024,-70.609000000055
352,1066360000.000000000000,-68.606999999960,-70.540999999968
353,1066366666.666992187000,-68.699999999953,-70.940999999992
354,1066373333.333007813000,-69.050000000047,-71.025000000023
355,1066380000.000000000000,-69.121000000043,-70.846999999951
356,1066386666.666992188000,-69.423999999999,-70.641999999993
357,1066393333.333007812000,-69.761999999988,-70.768000000040
358,1066400000.000000000000,-70.320999999996,-70.858000000007
359,1066406666.666992188000,-70.787999999942,-71.008999999962
360,1066413333.333007812000,-71.341000000015,-71.104000000050
361,1066420000.000000000000,-72.101999999955,-71.395000000019
362,1066426666.666992188000,-72.795999999973,-71.211000000010
363,1066433333.333007812000,-73.555000000051,-70.895000000019
364,1066440000.000000000000,-74.361000000034,-70.826000000001
365,1066446666.666992188000,-74.991000000038,-70.783999999985
366,1066453333.333007812000,-75.525000000023,-70.778000000049
367,1066460000.000000000000,-75.983000000007,-70.805000000051
368,1066466666.666992187000,-76.491000000038,-70.927000000025
369,1066473333.333007812000,-76.628000000026,-71.018000000040
370,1066480000.000000000000,-76.908000000054,-71.148999999976
371,1066486666.666992188000,-76.908999999985,-70.932000000030
372,1066493333.333007812000,-76.908999999985,-70.778000000049
373,1066500000.000000000000,-76.988000000012,-70.750000000000
374,1066506666.666992188000,-77.072000000044,-70.736999999965
375,1066513333.333007812000,-76.981000000029,-70.814000000013
376,1066520000.000000000000,-76.954999999958,-70.782000000007
377,1066526666.666992188000,-76.915000000037,-70.667999999947
378,1066533333.333007812000,-76.949000000022,-70.697999999975
379,1066540000.000000000000,-77.045000000042,-70.920999999973
380,1066546666.666992188000,-77.003000000026,-70.937000000034
381,1066553333.333007812000,-76.969000000041,-71.054000000004
382,1066560000.000000000000,-77.128999999957,-71.111999999965
383,1066566666.666992187000,-77.070999999996,-70.596000000020
384,1066573333.333007812000,-76.947999999975,-70.604000000050
385,1066580000.000000000000,-76.959000000032,-70.873999999953
386,1066586666.666992188000,-76.890000000014,-70.800999999978
387,1066593333.333007812000,-76.831000000006,-71.221000000020
388,1066600000.000000000000,-76.893999999971,-71.236999999965
389,1066606666.666992188000,-76.807000000030,-70.773000000045
390,1066613333.333007812000,-76.768999999971,-70.829999999958
391,1066620000.000000000000,-76.861000000034,-70.807000000030
392,1066626666.666992188000,-76.886999999988,-70.697999999975
393,1066633333.333007812000,-76.815999999992,-70.738000000012
394,1066640000.000000000000,-76.915999999968,-70.820999999996
395,1066646666.666992188000,-76.891999999993,-70.993000000017
396,1066653333.333007812000,-76.944999999949,-71.626000000047
397,1066660000.000000000000,-76.812999999966,-71.028999999980
398,1066666666.666992188000,-76.724000000046,-71.013000000035
399,1066673333.333007812000,-76.660000000033,-71.143000000040
400,1066680000.000000000000,-76.814999999944,-70.976999999955
401,1066686666.666992188000,-76.920999999973,-70.895999999950
402,1066693333.333007812000,-76.903000000049,-71.055000000051
403,1066700000.000000000000,-76.954999999958,-71.111000000034
404,1066706666.666992188000,-76.935000000056,-71.937000000034
405,1066713333.333007812000,-76.861000000034,-70.819999999949
406,1066720000.000000000000,-76.959000000032,-70.863000000012
407,1066726666.666992188000,-76.915000000037,-70.827999999980
408,1066733333.333007813000,-77.016999999993,-70.815999999992
409,1066740000.000000000000,-76.866000000038,-70.829999999958
410,1066746666.666992188000,-76.753000000026,-70.755000000005
411,1066753333.333007812000,-76.766999999993,-70.756999999983
412,1066760000.000000000000,-76.988999999943,-70.844000000041
413,1066766666.666992188000,-76.993000000017,-71.366999999969
414,1066773333.333007812000,-76.935000000056,-71.192999999970
415,1066780000.000000000000,-77.045999999973,-71.086000000010
416,1066786666.666992188000,-76.952000000048,-70.947999999975
417,1066793333.333007812000,-76.687999999966,-70.967999999993
418,1066800000.000000000000,-76.706000000006,-70.886000000057
419,1066806666.666992188000,-76.834000000032,-70.689000000013
420,1066813333.333007812000,-77.001000000047,-70.856000000029
421,1066820000.000000000000,-76.922999999952,-71.375000000000
422,1066826666.666992188000,-76.939000000013,-71.466999999946
423,1066833333.333007813000,-76.923999999999,-70.934000000008
424,1066840000.000000000000,-76.912999999942,-71.096000000020
425,1066846666.666992188000,-76.947999999975,-71.206000000006
426,1066853333.333007812000,-76.910999999964,-71.209999999963
427,1066860000.000000000000,-76.881999999983,-71.287000000011
428,1066866666.666992188000,-76.922000000020,-71.395999999950
429,1066873333.333007812000,-76.959000000032,-71.873999999953
430,1066880000.000000000000,-77.001999999979,-72.423999999999
431,1066886666.666992188000,-76.954000000027,-72.633999999962
432,1066893333.333007812000,-76.986999999965,-72.780999999959
433,1066900000.000000000000,-76.972999999998,-73.187999999966
434,1066906666.666992188000,-77.003000000026,-73.408999999985
435,1066913333.333007812000,-77.042999999947,-73.653999999980
436,1066920000.000000000000,-76.984000000055,-74.234999999986
437,1066926666.666992187000,-77.003999999957,-74.692999999970
438,1066933333.333007813000,-76.969999999972,-75.148000000045
439,1066940000.000000000000,-76.927999999956,-75.430999999982
440,1066946666.666992188000,-76.738999999943,-75.466000000015
441,1066953333.333007812000,-76.809000000008,-75.839000000036
442,1066960000.000000000000,-77.020000000019,-75.920000000042
443,1066966666.666992188000,-77.089000000036,-76.052000000025
444,1066973333.333007812000,-77.079999999958,-76.057999999961
445,1066980000.000000000000,-76.944000000018,-76.194000000018
446,1066986666.666992188000,-76.807999999961,-76.165999999968
447,1066993333.333007812000,-76.851999999955,-76.344000000041
448,1067000000.000000000000,-77.028999999980,-76.334000000032
449,1067006666.666992188000,-77.082999999984,-76.422000000020
450,1067013333.333007812000,-77.207999999984,-76.368000000017
451,1067020000.000000000000,-76.923999999999,-76.314999999944
452,1067026666.666992187000,-76.945999999996,-76.341999999946
453,1067033333.333007813000,-76.923999999999,-76.430999999982
454,1067040000.000000000000,-76.920999999973,-76.488999999943
455,1067046666.666992188000,-76.994999999995,-76.521999999997
456,1067053333.333007812000,-77.065999999992,-76.562999999966
457,1067060000.000000000000,-77.047000000020,-76.437999999966
458,1067066666.666992188000,-77.157000000007,-76.378999999957
459,1067073333.333007812000,-77.033999999985,-76.437999999966
460,1067080000.000000000000,-76.923999999999,-76.346999999951
461,1067086666.666992188000,-76.932000000030,-76.295999999973
462,1067093333.333007812000,-76.957999999984,-76.184000000008
463,1067100000.000000000000,-76.920000000042,-76.228000000003
464,1067106666.666992188000,-77.077000000048,-76.322999999975
465,1067113333.333007812000,-76.912000000011,-76.192999999970
466,1067120000.000000000000,-76.822000000044,-76.182000000030
467,1067126666.666992187000,-76.765999999945,-76.195999999996
468,1067133333.333007813000,-76.893000000040,-76.346000000020
469,1067140000.000000000000,-77.069000000018,-76.248000000021
470,1067146666.666992188000,-77.011999999988,-76.344000000041
471,1067153333.333007812000,-76.986999999965,-76.361000000034
472,1067160000.000000000000,-76.961000000010,-76.278999999980
473,1067166666.666992188000,-76.937000000034,-76.251000000047
474,1067173333.333007812000,-76.886000000057,-76.277000000002
475,1067180000.000000000000,-76.731999999960,-76.361000000034
476,1067186666.666992188000,-76.805999999982,-76.398999999976
477,1067193333.333007812000,-77.040999999968,-76.314000000013
478,1067200000.000000000000,-77.047000000020,-76.309000000008
479,1067206666.666992188000,-76.971000000020,-76.437999999966
480,1067213333.333007812000,-76.819999999949,-76.346000000020
481,1067220000.000000000000,-76.829000000027,-76.322000000044
482,1067226666.666992187000,-76.988000000012,-76.326000000001
483,1067233333.333007813000,-77.099999999977,-76.378000000026
484,1067240000.000000000000,-77.155000000028,-76.347999999998
485,1067246666.666992188000,-77.131999999983,-76.464999999967
486,1067253333.333007812000,-77.175999999978,-76.378000000026
487,1067260000.000000000000,-77.035999999964,-76.324999999953
488,1067266666.666992188000,-77.047000000020,-76.346999999951
489,1067273333.333007812000,-77.103000000003,-76.364999999991
490,1067280000.000000000000,-77.119999999995,-76.359000000055
491,1067286666.666992188000,-77.109999999986,-76.459000000032
