"SoftPlot +Plus+ Measurement Management Software"
"Start", 1.065020000000000E+0009
"Stop", 1.067020000000000E+0009
"Points",601
"Point","X-Axis (Hz)","Satellite - east of Telstar 11N (dBm)","Telstar 11N (dBm)"
33,1065126666.666992188000,-78.445999999996,-79.055000000051
34,1065130000.000000000000,-78.540999999968,-79.001000000047
35,1065133333.333007812000,-77.886000000057,-79.091999999946
36,1065136666.666992188000,-77.912999999942,-79.038999999990
37,1065140000.000000000000,-77.871000000043,-78.993999999948
38,1065143333.333007812000,-77.940999999992,-79.375000000000
39,1065146666.666992188000,-77.763999999966,-78.866999999969
40,1065150000.000000000000,-77.984000000055,-78.967999999993
41,1065153333.333007812000,-78.270000000019,-79.060999999987
42,1065156666.666992188000,-78.447000000044,-79.067000000039
43,1065160000.000000000000,-77.849000000046,-79.116999999969
44,1065163333.333007812000,-77.956000000006,-79.052999999956
45,1065166666.666992188000,-78.119999999995,-79.070999999996
46,1065170000.000000000000,-78.172000000020,-79.042999999947
47,1065173333.333007812000,-77.978000000003,-79.097999999998
48,1065176666.666992187000,-77.971999999951,-79.027000000002
49,1065180000.000000000000,-78.307000000030,-78.922000000020
50,1065183333.333007812000,-78.314999999944,-79.099000000046
51,1065186666.666992188000,-78.060000000056,-79.108000000007
52,1065190000.000000000000,-77.966000000015,-79.358000000007
53,1065193333.333007812000,-77.954999999958,-79.033000000054
54,1065196666.666992188000,-78.111999999965,-79.013000000035
55,1065200000.000000000000,-77.932999999961,-79.011000000057
56,1065203333.333007812000,-78.013000000035,-79.096000000020
57,1065206666.666992188000,-78.234000000055,-79.027000000002
58,1065210000.000000000000,-78.253999999957,-79.020999999950
59,1065213333.333007813000,-77.881000000052,-78.907000000007
60,1065216666.666992188000,-77.923999999999,-78.910999999964
61,1065220000.000000000000,-77.797000000020,-79.069000000018
62,1065223333.333007812000,-77.770000000019,-78.974000000046
63,1065226666.666992188000,-77.858000000007,-78.956000000006
64,1065230000.000000000000,-78.008999999962,-79.123000000021
65,1065233333.333007812000,-78.062999999966,-79.373999999953
66,1065236666.666992188000,-78.314000000013,-79.275000000023
67,1065240000.000000000000,-78.003999999957,-79.074000000022
68,1065243333.333007812000,-78.076000000001,-79.096000000020
69,1065246666.666992188000,-78.250000000000,-79.236999999965
70,1065250000.000000000000,-78.020999999950,-78.898000000045
71,1065253333.333007812000,-77.701000000001,-78.839000000036
72,1065256666.666992188000,-77.653000000049,-79.015999999945
73,1065260000.000000000000,-77.837999999989,-79.101999999955
74,1065263333.333007812000,-77.790999999968,-79.065999999992
75,1065266666.666992188000,-77.775000000023,-79.302999999956
76,1065270000.000000000000,-77.623999999953,-79.106999999960
77,1065273333.333007812000,-77.623000000021,-79.239999999991
78,1065276666.666992187000,-77.959000000032,-79.310999999987
79,1065280000.000000000000,-77.954999999958,-79.133000000031
80,1065283333.333007812000,-78.055000000051,-79.170000000042
81,1065286666.666992188000,-78.109000000055,-79.300000000047
82,1065290000.000000000000,-78.175000000047,-79.271999999997
83,1065293333.333007812000,-78.011999999988,-79.067999999970
84,1065296666.666992188000,-78.003999999957,-78.972999999998
85,1065300000.000000000000,-77.940999999992,-78.991999999969
86,1065303333.333007812000,-77.741000000038,-79.417999999947
87,1065306666.666992187000,-77.673999999999,-79.243999999948
88,1065310000.000000000000,-78.255000000005,-79.140999999945
89,1065313333.333007813000,-77.908999999985,-78.922999999952
90,1065316666.666992188000,-78.324999999953,-78.930000000051
91,1065320000.000000000000,-77.996999999974,-79.023999999976
92,1065323333.333007812000,-77.981000000029,-79.042999999947
93,1065326666.666992188000,-78.224999999977,-78.922999999952
94,1065330000.000000000000,-78.040000000037,-78.822999999975
95,1065333333.333007812000,-77.854999999981,-79.077000000048
96,1065336666.666992188000,-78.626999999979,-79.057000000030
97,1065340000.000000000000,-78.158000000054,-79.111999999965
98,1065343333.333007812000,-77.934000000008,-79.143000000040
99,1065346666.666992188000,-77.648000000045,-79.030000000028
100,1065350000.000000000000,-77.722999999998,-79.070999999996
101,1065353333.333007812000,-77.859000000055,-79.170000000042
102,1065356666.666992188000,-78.023999999976,-79.082000000053
103,1065360000.000000000000,-78.146999999997,-79.184000000008
104,1065363333.333007812000,-78.398000000045,-79.091999999946
105,1065366666.666992188000,-78.275000000023,-79.128000000026
106,1065370000.000000000000,-78.136000000057,-79.250000000000
107,1065373333.333007812000,-77.907000000007,-79.079999999958
108,1065376666.666992187000,-78.025999999954,-79.008000000031
109,1065380000.000000000000,-78.315999999992,-79.052000000025
110,1065383333.333007812000,-78.559000000008,-79.146999999997
111,1065386666.666992188000,-78.109000000055,-79.069000000018
112,1065390000.000000000000,-78.408000000054,-79.123999999953
113,1065393333.333007812000,-78.069000000018,-79.197999999975
114,1065396666.666992188000,-78.179000000004,-79.278000000049
115,1065400000.000000000000,-78.469999999972,-79.207999999984
116,1065403333.333007812000,-78.432999999961,-79.241999999969
117,1065406666.666992187000,-78.628000000026,-79.101999999955
118,1065410000.000000000000,-78.493999999948,-79.005000000005
119,1065413333.333007813000,-78.422999999952,-78.989999999991
120,1065416666.666992188000,-78.812999999966,-78.991999999969
121,1065420000.000000000000,-79.092999999993,-78.871000000043
122,1065423333.333007812000,-79.271999999997,-78.957999999984
123,1065426666.666992188000,-78.679000000004,-78.780999999959
124,1065430000.000000000000,-78.719999999972,-79.268999999971
125,1065433333.333007812000,-78.741000000038,-79.180000000051
126,1065436666.666992188000,-79.025999999954,-79.037000000011
127,1065440000.000000000000,-79.163999999990,-79.052999999956
128,1065443333.333007813000,-79.239999999991,-79.033999999985
129,1065446666.666992188000,-79.111999999965,-79.077000000048
130,1065450000.000000000000,-79.045999999973,-79.432999999961
131,1065453333.333007812000,-79.042999999947,-78.927999999956
132,1065456666.666992188000,-79.425999999978,-79.185000000056
133,1065460000.000000000000,-79.445999999996,-79.172000000020
134,1065463333.333007812000,-79.699000000022,-79.077999999980
135,1065466666.666992188000,-79.712000000058,-78.829999999958
136,1065470000.000000000000,-79.714000000036,-78.810999999987
137,1065473333.333007812000,-79.712999999989,-78.868000000017
138,1065476666.666992188000,-79.822000000044,-78.876999999979
139,1065480000.000000000000,-79.853000000003,-78.908999999985
140,1065483333.333007812000,-79.851999999955,-78.851000000024
141,1065486666.666992188000,-79.800999999978,-79.008000000031
142,1065490000.000000000000,-79.859999999986,-79.175000000047
143,1065493333.333007812000,-79.859000000055,-79.099999999977
144,1065496666.666992188000,-79.993999999948,-79.059000000008
145,1065500000.000000000000,-80.006999999983,-79.136999999988
146,1065503333.333007812000,-80.101000000024,-79.021999999997
147,1065506666.666992187000,-79.829000000027,-79.089000000036
148,1065510000.000000000000,-79.861000000034,-79.135000000009
149,1065513333.333007813000,-80.003000000026,-79.096000000020
150,1065516666.666992188000,-79.907000000007,-79.449000000022
151,1065520000.000000000000,-79.930000000051,-78.981000000029
152,1065523333.333007812000,-79.929000000004,-78.974000000046
153,1065526666.666992188000,-79.912000000011,-79.062000000034
154,1065530000.000000000000,-79.863000000012,-78.986999999965
155,1065533333.333007812000,-79.896999999997,-78.822999999975
156,1065536666.666992188000,-79.800000000047,-78.810999999987
157,1065540000.000000000000,-79.613999999943,-78.817000000039
158,1065543333.333007813000,-79.609000000055,-79.006999999983
159,1065546666.666992188000,-79.555000000051,-79.158000000054
160,1065550000.000000000000,-79.900000000023,-79.182000000030
161,1065553333.333007812000,-79.273000000045,-79.361000000034
162,1065556666.666992188000,-79.388999999966,-79.197999999975
163,1065560000.000000000000,-78.770000000019,-79.260000000009
164,1065563333.333007812000,-78.528999999980,-79.103000000003
165,1065566666.666992188000,-77.944000000018,-79.128000000026
166,1065570000.000000000000,-77.809000000008,-79.062000000034
167,1065573333.333007812000,-77.138000000035,-79.179000000004
168,1065576666.666992188000,-76.716000000015,-79.244999999995
169,1065580000.000000000000,-76.256999999983,-79.084999999963
170,1065583333.333007812000,-75.932000000030,-79.476000000024
171,1065586666.666992188000,-75.344999999972,-78.944000000018
172,1065590000.000000000000,-74.795000000042,-79.216999999946
173,1065593333.333007812000,-74.023000000045,-79.300000000047
174,1065596666.666992188000,-73.844999999972,-79.131000000052
175,1065600000.000000000000,-73.476999999955,-79.167000000016
176,1065603333.333007812000,-73.214999999967,-79.037999999942
177,1065606666.666992187000,-72.618999999948,-78.790999999968
178,1065610000.000000000000,-72.270999999950,-78.839000000036
179,1065613333.333007812000,-72.021999999997,-79.150000000023
180,1065616666.666992188000,-71.714000000036,-79.467999999993
181,1065620000.000000000000,-71.741000000038,-79.138000000035
182,1065623333.333007812000,-71.660999999964,-79.287999999942
183,1065626666.666992188000,-71.435000000056,-79.015000000014
184,1065630000.000000000000,-71.177000000025,-79.170999999973
185,1065633333.333007812000,-71.025999999954,-79.070999999996
186,1065636666.666992188000,-70.920000000042,-78.947999999975
187,1065640000.000000000000,-71.028999999980,-79.413999999990
188,1065643333.333007813000,-71.094999999972,-79.527000000002
189,1065646666.666992188000,-70.944999999949,-78.880000000005
190,1065650000.000000000000,-71.055000000051,-78.837999999989
191,1065653333.333007812000,-70.956000000006,-78.903999999980
192,1065656666.666992188000,-70.829000000027,-79.050000000047
193,1065660000.000000000000,-70.650000000023,-79.069000000018
194,1065663333.333007812000,-70.660999999964,-79.015000000014
195,1065666666.666992188000,-70.562999999966,-79.028000000049
196,1065670000.000000000000,-70.888999999966,-79.315999999992
197,1065673333.333007812000,-70.452999999980,-79.094000000041
198,1065676666.666992188000,-70.518000000040,-79.106000000029
199,1065680000.000000000000,-70.518999999971,-79.126000000047
200,1065683333.333007812000,-70.702999999980,-79.185000000056
201,1065686666.666992188000,-70.672000000020,-79.158999999985
202,1065690000.000000000000,-70.631000000052,-79.219999999972
203,1065693333.333007812000,-70.640999999945,-79.207999999984
204,1065696666.666992188000,-70.677999999956,-79.114999999991
205,1065700000.000000000000,-70.516999999993,-79.128999999957
206,1065703333.333007812000,-70.748999999953,-79.011000000057
207,1065706666.666992187000,-70.787000000011,-78.859000000055
208,1065710000.000000000000,-70.807999999961,-79.062000000034
209,1065713333.333007812000,-70.866999999969,-79.172000000020
210,1065716666.666992188000,-70.785000000033,-79.028000000049
211,1065720000.000000000000,-70.667000000016,-78.981000000029
212,1065723333.333007812000,-70.650000000023,-78.800999999978
213,1065726666.666992188000,-70.672000000020,-78.898999999976
214,1065730000.000000000000,-70.873999999953,-78.829999999958
215,1065733333.333007812000,-70.766999999993,-78.788999999990
216,1065736666.666992187000,-71.163999999990,-79.018000000040
217,1065740000.000000000000,-70.623000000021,-78.967999999993
218,1065743333.333007813000,-70.898999999976,-78.981000000029
219,1065746666.666992188000,-70.917000000016,-78.888000000035
220,1065750000.000000000000,-70.866000000038,-78.820999999996
221,1065753333.333007812000,-70.778999999980,-79.006000000052
222,1065756666.666992188000,-70.761999999988,-79.118999999948
223,1065760000.000000000000,-70.810000000056,-78.986999999965
224,1065763333.333007812000,-70.837999999989,-78.891999999993
225,1065766666.666992188000,-70.790999999968,-79.023000000045
226,1065770000.000000000000,-70.484000000055,-79.150000000023
227,1065773333.333007812000,-70.802999999956,-79.130000000005
228,1065776666.666992188000,-70.878999999957,-79.035999999964
229,1065780000.000000000000,-70.452000000048,-79.236999999965
230,1065783333.333007812000,-70.511999999988,-79.496999999974
231,1065786666.666992188000,-70.540000000037,-78.959000000032
232,1065790000.000000000000,-70.540999999968,-78.886000000057
233,1065793333.333007812000,-70.542999999947,-78.925000000047
234,1065796666.666992188000,-71.180999999982,-78.920999999973
235,1065800000.000000000000,-70.722999999998,-78.591000000015
236,1065803333.333007812000,-70.457000000053,-78.572999999975
237,1065806666.666992187000,-70.444999999949,-78.837999999989
238,1065810000.000000000000,-70.439999999944,-78.966000000015
239,1065813333.333007812000,-70.552999999956,-78.917999999947
240,1065816666.666992188000,-70.724999999977,-78.952000000048
241,1065820000.000000000000,-70.369999999995,-78.868000000017
242,1065823333.333007812000,-70.741999999969,-79.268999999971
243,1065826666.666992188000,-70.243000000017,-78.694000000018
244,1065830000.000000000000,-70.623999999953,-78.890000000014
245,1065833333.333007812000,-70.616999999969,-78.974999999977
246,1065836666.666992187000,-70.822000000044,-78.648999999976
247,1065840000.000000000000,-70.939999999944,-78.724999999977
248,1065843333.333007813000,-70.663999999990,-78.761999999988
249,1065846666.666992188000,-70.618000000017,-78.636999999988
250,1065850000.000000000000,-70.675000000047,-78.523000000045
251,1065853333.333007812000,-70.660999999964,-78.616999999969
252,1065856666.666992188000,-70.761000000057,-78.550000000047
253,1065860000.000000000000,-70.672999999952,-78.528999999980
254,1065863333.333007812000,-70.587999999989,-78.574000000022
255,1065866666.666992188000,-70.741999999969,-78.560999999987
256,1065870000.000000000000,-70.824000000022,-78.523000000045
257,1065873333.333007813000,-70.935000000056,-78.545999999973
258,1065876666.666992188000,-71.006000000052,-78.753000000026
259,1065880000.000000000000,-70.942999999970,-77.966000000015
260,1065883333.333007812000,-71.190999999992,-77.878000000026
261,1065886666.666992188000,-71.435000000056,-77.295000000042
262,1065890000.000000000000,-71.550999999978,-76.802999999956
263,1065893333.333007812000,-71.978000000003,-76.187000000034
264,1065896666.666992188000,-72.172999999952,-75.731999999960
265,1065900000.000000000000,-72.592999999993,-75.327000000048
266,1065903333.333007812000,-72.834000000032,-74.896999999997
267,1065906666.666992188000,-73.057999999961,-74.733000000007
268,1065910000.000000000000,-73.689000000013,-73.932999999961
269,1065913333.333007812000,-73.923999999999,-73.226000000024
270,1065916666.666992188000,-74.285000000033,-72.873999999953
271,1065920000.000000000000,-75.121000000043,-72.912999999942
272,1065923333.333007812000,-75.589000000036,-72.630000000005
273,1065926666.666992188000,-75.979000000050,-72.307999999961
274,1065930000.000000000000,-76.300000000047,-72.199000000022
275,1065933333.333007812000,-76.810999999987,-72.087999999989
276,1065936666.666992187000,-77.255000000005,-72.035999999964
277,1065940000.000000000000,-77.738000000012,-71.733000000007
278,1065943333.333007813000,-78.368000000017,-71.717999999993
279,1065946666.666992188000,-79.040999999968,-71.655000000028
280,1065950000.000000000000,-79.087000000058,-71.589000000036
281,1065953333.333007812000,-79.417999999947,-71.361000000034
282,1065956666.666992188000,-79.694000000018,-71.172999999952
283,1065960000.000000000000,-79.738000000012,-71.310999999987
284,1065963333.333007812000,-79.815999999992,-71.628999999957
285,1065966666.666992188000,-80.097999999998,-71.577000000048
286,1065970000.000000000000,-80.346999999951,-71.532000000007
287,1065973333.333007813000,-79.834999999963,-71.483000000007
288,1065976666.666992188000,-79.707000000053,-71.572999999975
289,1065980000.000000000000,-79.842999999993,-71.653999999980
290,1065983333.333007812000,-79.827999999980,-71.756999999983
291,1065986666.666992188000,-79.994999999995,-71.246000000043
292,1065990000.000000000000,-80.038999999990,-71.628999999957
293,1065993333.333007812000,-80.035999999964,-71.706000000006
294,1065996666.666992188000,-80.332000000053,-71.918999999994
295,1066000000.000000000000,-80.342999999993,-71.515999999945
296,1066003333.333007812000,-80.195999999996,-71.569000000018
297,1066006666.666992188000,-79.793999999994,-71.719999999972
298,1066010000.000000000000,-80.101999999955,-71.410999999964
299,1066013333.333007812000,-79.655999999959,-71.667999999947
300,1066016666.666992188000,-80.077999999980,-71.432999999961
301,1066020000.000000000000,-80.060999999987,-71.342999999993
302,1066023333.333007812000,-80.283000000054,-71.988999999943
303,1066026666.666992188000,-80.101999999955,-72.135000000009
304,1066030000.000000000000,-80.123999999953,-72.114999999991
305,1066033333.333007812000,-80.067999999970,-72.378000000026
306,1066036666.666992187000,-80.101999999955,-72.478000000003
307,1066040000.000000000000,-80.131999999983,-71.717999999993
308,1066043333.333007812000,-80.015999999945,-71.675000000047
309,1066046666.666992188000,-79.775999999954,-71.609999999986
310,1066050000.000000000000,-79.766999999993,-71.662000000011
311,1066053333.333007812000,-79.743999999948,-71.493999999948
312,1066056666.666992188000,-79.523999999976,-71.307000000030
313,1066060000.000000000000,-79.216000000015,-71.437000000034
314,1066063333.333007812000,-78.902000000002,-71.366999999969
315,1066066666.666992188000,-78.481999999960,-71.373000000021
316,1066070000.000000000000,-77.927000000025,-71.548999999999
317,1066073333.333007813000,-77.712999999989,-71.295000000042
318,1066076666.666992188000,-77.420999999973,-71.537000000011
319,1066080000.000000000000,-76.984000000055,-71.606000000029
320,1066083333.333007812000,-76.638999999966,-71.557999999961
321,1066086666.666992188000,-75.961000000010,-71.751999999979
322,1066090000.000000000000,-75.641999999993,-71.824999999953
323,1066093333.333007812000,-75.234999999986,-71.773000000045
324,1066096666.666992188000,-74.616000000038,-71.712999999989
325,1066100000.000000000000,-74.150000000023,-71.709000000032
326,1066103333.333007812000,-73.817000000039,-71.668999999994
327,1066106666.666992188000,-73.520000000019,-71.663999999990
328,1066110000.000000000000,-73.231999999960,-71.756000000052
329,1066113333.333007812000,-72.866000000038,-71.771999999997
330,1066116666.666992188000,-72.653999999980,-71.898999999976
331,1066120000.000000000000,-72.378000000026,-71.861999999965
332,1066123333.333007812000,-72.327999999980,-71.959000000032
333,1066126666.666992188000,-72.268999999971,-72.133000000031
334,1066130000.000000000000,-72.025999999954,-72.042999999947
335,1066133333.333007812000,-71.923999999999,-72.270000000019
336,1066136666.666992187000,-72.064999999944,-72.516999999993
337,1066140000.000000000000,-71.993999999948,-72.783000000054
338,1066143333.333007812000,-72.065999999992,-72.738999999943
339,1066146666.666992188000,-71.861999999965,-73.045000000042
340,1066150000.000000000000,-72.133000000031,-73.332999999984
341,1066153333.333007812000,-71.672000000020,-74.221999999951
342,1066156666.666992188000,-71.805000000051,-74.714999999967
343,1066160000.000000000000,-71.826000000001,-75.138000000035
344,1066163333.333007812000,-71.655999999959,-75.423999999999
345,1066166666.666992187000,-71.633999999962,-75.716000000015
346,1066170000.000000000000,-71.812999999966,-76.084000000032
347,1066173333.333007813000,-71.729000000050,-76.817000000039
348,1066176666.666992188000,-71.849999999977,-76.954000000027
349,1066180000.000000000000,-71.770999999950,-77.042999999947
350,1066183333.333007812000,-71.868999999948,-77.347999999998
351,1066186666.666992188000,-71.719000000041,-77.393000000040
352,1066190000.000000000000,-71.567000000039,-77.550000000047
353,1066193333.333007812000,-71.721999999951,-77.609999999986
354,1066196666.666992188000,-71.645999999950,-77.657000000007
355,1066200000.000000000000,-71.640999999945,-77.388000000035
356,1066203333.333007812000,-71.707000000053,-77.584000000032
357,1066206666.666992188000,-71.915999999968,-76.971999999951
358,1066210000.000000000000,-71.920999999973,-76.503000000026
359,1066213333.333007812000,-71.920000000042,-76.050000000047
360,1066216666.666992188000,-72.216000000015,-76.116000000038
361,1066220000.000000000000,-71.668999999994,-76.130000000005
362,1066223333.333007812000,-71.692000000039,-76.880000000005
363,1066226666.666992188000,-71.652000000002,-75.753999999957
364,1066230000.000000000000,-71.636999999988,-75.633000000031
365,1066233333.333007812000,-71.722999999998,-75.527000000002
366,1066236666.666992188000,-71.684000000008,-75.300000000047
367,1066240000.000000000000,-71.665000000037,-75.015999999945
368,1066243333.333007812000,-71.778999999980,-74.841999999946
369,1066246666.666992188000,-71.878000000026,-74.596000000020
370,1066250000.000000000000,-72.435000000056,-74.797999999952
371,1066253333.333007812000,-71.729000000050,-74.405000000028
372,1066256666.666992188000,-71.687999999966,-74.238000000012
373,1066260000.000000000000,-71.824000000022,-74.234000000055
374,1066263333.333007812000,-71.701000000001,-74.219999999972
375,1066266666.666992187000,-71.679000000004,-74.160000000033
376,1066270000.000000000000,-72.074000000022,-74.407000000007
377,1066273333.333007813000,-71.871999999974,-74.369999999995
378,1066276666.666992188000,-71.814000000013,-74.707000000053
379,1066280000.000000000000,-71.783999999985,-74.005000000005
380,1066283333.333007812000,-71.875000000000,-73.750000000000
381,1066286666.666992188000,-71.662000000011,-73.841999999946
382,1066290000.000000000000,-72.199999999953,-74.054000000004
383,1066293333.333007812000,-71.810000000056,-74.309000000008
384,1066296666.666992188000,-71.804000000004,-74.168999999994
385,1066300000.000000000000,-71.682000000030,-74.070999999996
386,1066303333.333007813000,-71.812999999966,-74.636000000057
387,1066306666.666992188000,-71.591000000015,-73.525000000023
388,1066310000.000000000000,-71.869999999995,-73.530999999959
389,1066313333.333007812000,-72.037000000011,-73.412000000011
390,1066316666.666992188000,-71.827999999980,-73.658999999985
391,1066320000.000000000000,-71.844999999972,-73.719999999972
392,1066323333.333007812000,-71.935999999987,-74.052999999956
393,1066326666.666992188000,-72.018999999971,-74.113000000012
394,1066330000.000000000000,-72.123000000021,-74.511999999988
395,1066333333.333007812000,-71.930000000051,-74.074999999953
396,1066336666.666992188000,-71.925999999978,-74.317000000039
397,1066340000.000000000000,-71.939999999944,-74.212000000058
398,1066343333.333007812000,-71.971999999951,-74.604000000050
399,1066346666.666992188000,-71.783999999985,-73.996000000043
400,1066350000.000000000000,-71.687000000034,-74.069999999949
401,1066353333.333007812000,-71.635000000009,-74.417000000016
402,1066356666.666992188000,-71.991999999969,-74.748000000021
403,1066360000.000000000000,-71.988999999943,-74.006000000052
404,1066363333.333007812000,-71.952999999980,-73.837000000058
405,1066366666.666992187000,-71.792999999947,-73.964999999967
406,1066370000.000000000000,-71.853000000003,-74.150999999954
407,1066373333.333007813000,-71.844999999972,-74.045000000042
408,1066376666.666992188000,-71.932999999961,-74.868000000017
409,1066380000.000000000000,-72.076000000001,-73.746000000043
410,1066383333.333007812000,-72.412999999942,-74.520999999950
411,1066386666.666992188000,-72.579000000027,-74.493999999948
412,1066390000.000000000000,-72.905999999959,-74.528999999980
413,1066393333.333007812000,-72.939000000013,-73.898999999976
414,1066396666.666992188000,-73.239999999991,-73.868000000017
415,1066400000.000000000000,-73.560999999987,-74.003999999957
416,1066403333.333007813000,-74.037999999942,-73.956000000006
417,1066406666.666992188000,-74.211000000010,-74.315999999992
418,1066410000.000000000000,-74.273999999976,-74.366000000038
419,1066413333.333007812000,-74.854000000050,-73.714000000036
420,1066416666.666992188000,-75.435000000056,-74.091999999946
421,1066420000.000000000000,-75.832999999984,-73.631999999983
422,1066423333.333007812000,-76.163999999990,-74.140999999945
423,1066426666.666992188000,-76.765999999945,-74.084000000032
424,1066430000.000000000000,-77.209999999963,-74.055000000051
425,1066433333.333007812000,-77.462000000058,-74.523000000045
426,1066436666.666992188000,-77.886999999988,-74.668999999994
427,1066440000.000000000000,-78.471000000020,-74.270000000019
428,1066443333.333007812000,-78.689999999944,-74.072000000044
429,1066446666.666992188000,-79.030000000028,-74.028000000049
430,1066450000.000000000000,-79.307000000030,-74.532000000007
431,1066453333.333007812000,-79.673999999999,-73.930999999982
432,1066456666.666992188000,-79.792999999947,-74.032000000007
433,1066460000.000000000000,-79.903000000049,-74.388999999966
434,1066463333.333007812000,-79.729999999981,-74.488999999943
435,1066466666.666992187000,-79.863999999943,-73.967999999993
436,1066470000.000000000000,-79.930999999982,-74.087999999989
437,1066473333.333007812000,-79.770000000019,-73.847999999998
438,1066476666.666992188000,-79.777000000002,-74.309000000008
439,1066480000.000000000000,-79.866000000038,-73.846000000020
440,1066483333.333007812000,-80.136000000057,-75.032000000007
441,1066486666.666992188000,-80.221000000020,-73.886999999988
442,1066490000.000000000000,-80.300999999978,-74.097999999998
443,1066493333.333007812000,-79.888000000035,-73.756000000052
444,1066496666.666992187000,-80.187999999966,-73.959000000032
445,1066500000.000000000000,-79.890000000014,-73.888000000035
446,1066503333.333007813000,-80.103000000003,-73.895000000019
447,1066506666.666992188000,-80.165000000037,-74.155999999959
448,1066510000.000000000000,-80.408000000054,-75.182999999961
449,1066513333.333007812000,-79.962000000058,-74.173999999999
450,1066516666.666992188000,-80.125000000000,-74.375000000000
451,1066520000.000000000000,-80.275999999954,-74.121999999974
452,1066523333.333007812000,-80.084999999963,-74.251000000047
453,1066526666.666992188000,-80.194000000018,-73.969999999972
454,1066530000.000000000000,-79.937000000034,-73.993000000017
455,1066533333.333007812000,-79.768000000040,-74.111000000034
456,1066536666.666992188000,-79.697999999975,-75.121000000043
457,1066540000.000000000000,-79.866999999969,-74.140999999945
458,1066543333.333007812000,-80.201000000001,-74.407000000007
459,1066546666.666992188000,-80.011000000057,-74.101000000024
460,1066550000.000000000000,-79.964999999967,-73.817000000039
461,1066553333.333007812000,-79.986000000034,-74.015000000014
462,1066556666.666992188000,-80.236000000034,-73.638999999966
463,1066560000.000000000000,-80.366000000038,-73.665999999968
464,1066563333.333007812000,-80.611999999965,-75.047999999952
465,1066566666.666992187000,-80.077999999980,-74.006999999983
466,1066570000.000000000000,-80.016999999993,-74.003000000026
467,1066573333.333007812000,-79.930000000051,-73.932999999961
468,1066576666.666992188000,-79.989999999991,-73.775000000023
469,1066580000.000000000000,-79.993999999948,-73.604000000050
470,1066583333.333007812000,-79.837999999989,-73.738999999943
471,1066586666.666992188000,-79.751999999979,-73.849000000046
472,1066590000.000000000000,-79.760000000009,-74.702999999980
473,1066593333.333007812000,-79.785999999964,-74.143000000040
474,1066596666.666992187000,-79.707000000053,-74.241999999969
475,1066600000.000000000000,-79.886999999988,-73.915000000037
476,1066603333.333007813000,-80.064000000013,-73.854000000050
477,1066606666.666992188000,-80.096999999951,-73.714000000036
478,1066610000.000000000000,-79.942999999970,-73.898999999976
479,1066613333.333007812000,-79.952999999980,-74.158999999985
480,1066616666.666992188000,-79.986999999965,-75.241999999969
481,1066620000.000000000000,-80.016999999993,-74.261000000057
482,1066623333.333007812000,-80.231999999960,-74.037000000011
483,1066626666.666992188000,-80.214000000036,-74.128999999957
484,1066630000.000000000000,-80.148000000045,-74.221000000020
485,1066633333.333007812000,-80.052999999956,-74.209000000032
486,1066636666.666992188000,-80.214000000036,-74.032000000007
487,1066640000.000000000000,-80.060999999987,-73.951000000001
488,1066643333.333007812000,-80.038999999990,-75.048999999999
489,1066646666.666992188000,-79.962999999989,-74.307999999961
490,1066650000.000000000000,-79.976999999955,-74.298999999999
491,1066653333.333007812000,-80.312999999966,-74.263999999966
